name,price,team,goals,assists,goal_contributions,games_played,minutes,total_points,points_per_game,roi,roi_per_gw,position
Boly,£4.5,Nott'm Forest,0,0,0,1,90,2,2.0,0.4444,0.4444,DEF
Bowler,£4.5,Nott'm Forest,0,0,0,0,0,0,0.0,0.0,0.0,MID
C.Miguel,£4.5,Nott'm Forest,0,0,0,0,0,0,0.0,0.0,0.0,GK
Da Silva Moreira,£4.5,Nott'm Forest,0,0,0,0,0,0,0.0,0.0,0.0,MID
Danilo,£5.0,Nott'm Forest,0,0,0,1,14,1,1.0,0.2,0.2,MID
Dennis,£5.0,Nott'm Forest,0,0,0,0,0,0,0.0,0.0,0.0,FWD
Dominguez,£5.0,Nott'm Forest,0,0,0,0,36,1,1.0,0.2,0.0,MID
Elanga,£5.5,Nott'm Forest,0,0,0,1,53,1,1.0,0.1818,0.1818,MID
Gibbs-White,£6.5,Nott'm Forest,0,0,0,1,90,2,2.0,0.3077,0.3077,MID
Hudson-Odoi,£5.5,Nott'm Forest,0,0,0,1,71,3,3.0,0.5455,0.5455,MID
Mighten,£4.5,Nott'm Forest,0,0,0,0,0,0,0.0,0.0,0.0,MID
Murillo,£4.5,Nott'm Forest,0,0,0,1,90,2,2.0,0.4444,0.4444,DEF
N.Williams,£4.5,Nott'm Forest,0,0,0,1,90,1,1.0,0.2222,0.2222,DEF
O.Richards,£4.5,Nott'm Forest,0,0,0,0,0,0,0.0,0.0,0.0,DEF
O'Brien,£5.0,Nott'm Forest,0,0,0,0,0,0,0.0,0.0,0.0,MID
Omobamidele,£4.5,Nott'm Forest,0,0,0,0,0,0,0.0,0.0,0.0,DEF
Panzo,£4.0,Nott'm Forest,0,0,0,0,0,0,0.0,0.0,0.0,DEF
Sangaré,£4.5,Nott'm Forest,0,0,0,1,90,2,2.0,0.4444,0.4444,MID
Sels,£4.5,Nott'm Forest,0,0,0,1,90,3,3.0,0.6667,0.6667,GK
Toffolo,£4.5,Nott'm Forest,0,0,0,0,36,1,1.0,0.2222,0.0,DEF
Turner,£4.0,Nott'm Forest,0,0,0,0,0,0,0.0,0.0,0.0,GK
Ui-jo,£4.5,Nott'm Forest,0,0,0,0,0,0,0.0,0.0,0.0,FWD
Wood,£6.0,Nott'm Forest,1,0,1,1,71,9,9.0,1.5,1.5,FWD
Worrall,£4.5,Nott'm Forest,0,0,0,0,0,0,0.0,0.0,0.0,DEF
Yates,£5.0,Nott'm Forest,0,1,1,0,75,7,7.0,1.4,0.0,MID
Milenković,£4.5,Nott'm Forest,0,0,0,0,0,0,0.0,0.0,0.0,DEF
Jota Silva,£6.0,Nott'm Forest,0,0,0,0,0,0,0.0,0.0,0.0,MID
Sosa,£5.5,Nott'm Forest,0,0,0,0,0,0,0.0,0.0,0.0,MID
Archer,£5.0,Southampton,0,0,0,0,19,1,1.0,0.2,0.0,FWD
Ugochukwu,£4.5,Southampton,0,0,0,0,0,0,0.0,0.0,0.0,MID
Alcaraz,£5.0,Southampton,0,0,0,0,9,1,1.0,0.2,0.0,MID
Amo-Ameyaw,£4.5,Southampton,0,0,0,0,9,1,1.0,0.2222,0.0,MID
Aribo,£5.0,Southampton,0,0,0,1,69,2,2.0,0.4,0.4,MID
Armstrong,£5.5,Southampton,0,0,0,1,90,2,2.0,0.3636,0.3636,FWD
Bazunu,£4.5,Southampton,0,0,0,0,0,0,0.0,0.0,0.0,GK
Bednarek,£4.0,Southampton,0,0,0,1,80,2,2.0,0.5,0.5,DEF
Bella-Kotchap,£4.0,Southampton,0,0,0,0,0,0,0.0,0.0,0.0,DEF
Bree,£4.0,Southampton,0,0,0,0,0,0,0.0,0.0,0.0,DEF
Charles,£4.5,Southampton,0,0,0,0,0,0,0.0,0.0,0.0,MID
Edozie,£5.0,Southampton,0,0,0,0,45,0,0.0,0.0,0.0,MID
Edwards,£4.0,Southampton,0,0,0,0,0,0,0.0,0.0,0.0,DEF
Harwood-Bellis,£4.0,Southampton,0,0,0,1,90,1,1.0,0.25,0.25,DEF
Kamaldeen,£5.0,Southampton,0,0,0,0,0,0,0.0,0.0,0.0,MID
Lallana,£5.0,Southampton,0,0,0,0,0,0,0.0,0.0,0.0,MID
Larios,£4.0,Southampton,0,0,0,0,0,0,0.0,0.0,0.0,DEF
Lis,£4.0,Southampton,0,0,0,0,0,0,0.0,0.0,0.0,GK
Lumley,£4.0,Southampton,0,0,0,0,0,0,0.0,0.0,0.0,GK
Manning,£4.5,Southampton,0,0,0,0,0,0,0.0,0.0,0.0,DEF
Mara,£5.0,Southampton,0,0,0,0,0,0,0.0,0.0,0.0,FWD
McCarthy,£4.5,Southampton,0,0,0,1,90,2,2.0,0.4444,0.4444,GK
Onuachu,£5.0,Southampton,0,0,0,0,0,0,0.0,0.0,0.0,FWD
Smallbone,£5.0,Southampton,0,0,0,1,90,2,2.0,0.4,0.4,MID
Stephens,£4.0,Southampton,0,0,0,1,90,1,1.0,0.25,0.25,DEF
Stewart,£4.5,Southampton,0,0,0,0,0,0,0.0,0.0,0.0,FWD
Sugawara,£4.5,Southampton,0,0,0,1,45,1,1.0,0.2222,0.2222,DEF
Taylor,£4.0,Southampton,0,0,0,0,0,0,0.0,0.0,0.0,DEF
Walker-Peters,£4.5,Southampton,0,0,0,1,80,2,2.0,0.4444,0.4444,DEF
Wood,£4.0,Southampton,0,0,0,0,0,0,0.0,0.0,0.0,DEF
Downes,£5.0,Southampton,0,0,0,1,90,2,2.0,0.4,0.4,MID
Brereton Díaz,£5.5,Southampton,0,0,0,1,70,1,1.0,0.1818,0.1818,MID
Dibling,£4.5,Southampton,0,0,0,0,20,1,1.0,0.2222,0.0,MID
Solanke,£7.5,Spurs,0,0,0,1,90,2,2.0,0.2667,0.2667,FWD
A.Phillips,£4.0,Spurs,0,0,0,0,0,0,0.0,0.0,0.0,DEF
Austin,£4.0,Spurs,0,0,0,0,0,0,0.0,0.0,0.0,GK
Bentancur,£5.0,Spurs,0,0,0,1,77,1,1.0,0.2,0.2,MID
Bergvall,£4.5,Spurs,0,0,0,0,12,1,1.0,0.2222,0.0,MID
Bissouma,£5.0,Spurs,0,0,0,0,0,0,0.0,0.0,0.0,MID
Bryan,£5.0,Spurs,0,0,0,0,0,0,0.0,0.0,0.0,MID
Davies,£4.5,Spurs,0,0,0,0,0,0,0.0,0.0,0.0,DEF
Devine,£4.5,Spurs,0,0,0,0,0,0,0.0,0.0,0.0,MID
Dragusin,£4.5,Spurs,0,0,0,0,0,0,0.0,0.0,0.0,DEF
E.Royal,£4.5,Spurs,0,0,0,0,0,0,0.0,0.0,0.0,DEF
Forster,£4.5,Spurs,0,0,0,0,0,0,0.0,0.0,0.0,GK
Gray,£5.0,Spurs,0,0,0,0,12,1,1.0,0.2,0.0,MID
Højbjerg,£5.0,Spurs,0,0,0,0,0,0,0.0,0.0,0.0,MID
Johnson,£6.5,Spurs,0,0,0,1,77,2,2.0,0.3077,0.3077,MID
Kulusevski,£6.5,Spurs,0,0,0,0,11,1,1.0,0.1538,0.0,MID
Lo Celso,£5.0,Spurs,0,0,0,0,0,0,0.0,0.0,0.0,MID
Maddison,£7.5,Spurs,0,1,1,1,78,5,5.0,0.6667,0.6667,MID
Pedro Porro,£5.5,Spurs,1,0,1,1,90,9,9.0,1.636,1.636,DEF
Reguilón,£4.5,Spurs,0,0,0,0,0,0,0.0,0.0,0.0,DEF
Richarlison,£7.0,Spurs,0,0,0,0,1,1,1.0,0.1429,0.0,FWD
Romero,£5.0,Spurs,0,0,0,1,90,2,2.0,0.4,0.4,DEF
P.M.Sarr,£5.0,Spurs,0,0,0,1,77,2,2.0,0.4,0.4,MID
Scarlett,£4.5,Spurs,0,0,0,0,0,0,0.0,0.0,0.0,FWD
Skipp,£5.0,Spurs,0,0,0,0,0,0,0.0,0.0,0.0,MID
Solomon,£5.5,Spurs,0,0,0,0,0,0,0.0,0.0,0.0,MID
Son,£10.0,Spurs,0,0,0,1,90,2,2.0,0.2,0.2,MID
Spence,£4.5,Spurs,0,0,0,0,1,1,1.0,0.2222,0.0,DEF
Udogie,£5.0,Spurs,0,0,0,1,90,2,2.0,0.4,0.4,DEF
Van de Ven,£4.5,Spurs,0,0,0,1,90,2,2.0,0.4444,0.4444,DEF
Veliz,£5.0,Spurs,0,0,0,0,0,0,0.0,0.0,0.0,FWD
Vicario,£5.0,Spurs,0,0,0,1,90,2,2.0,0.4,0.4,GK
Werner,£6.5,Spurs,0,0,0,0,12,1,1.0,0.1538,0.0,MID
Whiteman,£4.0,Spurs,0,0,0,0,0,0,0.0,0.0,0.0,GK
Lankshear,£4.5,Spurs,0,0,0,0,0,0,0.0,0.0,0.0,FWD
Moore,£4.5,Spurs,0,0,0,0,0,0,0.0,0.0,0.0,MID
Odobert,£5.5,Spurs,0,0,0,0,0,0,0.0,0.0,0.0,MID
Wan-Bissaka,£4.5,West Ham,0,0,0,0,0,0,0.0,0.0,0.0,DEF
Álvarez,£5.0,West Ham,0,0,0,0,0,0,0.0,0.0,0.0,MID
Antonio,£5.5,West Ham,0,0,0,1,72,2,2.0,0.3636,0.3636,FWD
Areola,£4.5,West Ham,0,0,0,1,90,1,1.0,0.2222,0.2222,GK
Bowen,£7.5,West Ham,0,0,0,1,72,2,2.0,0.2667,0.2667,MID
Cornet,£5.0,West Ham,0,0,0,0,0,0,0.0,0.0,0.0,MID
Coufal,£4.5,West Ham,0,0,0,1,84,1,1.0,0.2222,0.2222,DEF
Cresswell,£4.0,West Ham,0,0,0,0,0,0,0.0,0.0,0.0,DEF
Earthy,£4.5,West Ham,0,0,0,0,0,0,0.0,0.0,0.0,MID
Emerson,£4.5,West Ham,0,0,0,1,90,1,1.0,0.2222,0.2222,DEF
Fabianski,£4.0,West Ham,0,0,0,0,0,0,0.0,0.0,0.0,GK
Foderingham,£4.5,West Ham,0,0,0,0,0,0,0.0,0.0,0.0,GK
Ings,£5.0,West Ham,0,0,0,0,5,1,1.0,0.2,0.0,FWD
Kilman,£4.5,West Ham,0,0,0,1,90,1,1.0,0.2222,0.2222,DEF
Kudus,£6.5,West Ham,0,0,0,1,90,2,2.0,0.3077,0.3077,MID
L.Guilherme,£5.0,West Ham,0,0,0,0,0,0,0.0,0.0,0.0,MID
L.Paquetá,£6.0,West Ham,1,0,1,1,73,6,6.0,1.0,1.0,MID
Mavropanos,£4.5,West Ham,0,0,0,1,90,1,1.0,0.2222,0.2222,DEF
N.Aguerd,£4.5,West Ham,0,0,0,0,0,0,0.0,0.0,0.0,DEF
Souček,£5.0,West Ham,0,1,1,1,90,5,5.0,1.0,1.0,MID
Ward-Prowse,£6.5,West Ham,0,0,0,0,16,1,1.0,0.1538,0.0,MID
Zouma,£4.5,West Ham,0,0,0,0,0,0,0.0,0.0,0.0,DEF
Irving,£5.0,West Ham,0,0,0,0,0,0,0.0,0.0,0.0,MID
Summerville,£6.0,West Ham,0,0,0,0,17,1,1.0,0.1667,0.0,MID
G.Rodríguez,£5.0,West Ham,0,0,0,1,84,2,2.0,0.4,0.4,MID
Füllkrug,£7.0,West Ham,0,0,0,0,17,1,1.0,0.1429,0.0,FWD
Todibo,£4.5,West Ham,0,0,0,0,5,1,1.0,0.2222,0.0,DEF
Aït-Nouri,£4.5,Wolves,0,0,0,1,83,1,1.0,0.2222,0.2222,DEF
B.Traore,£5.0,Wolves,0,0,0,0,0,0,0.0,0.0,0.0,MID
Bellegarde,£5.0,Wolves,0,0,0,1,56,1,1.0,0.2,0.2,MID
Bentley,£4.0,Wolves,0,0,0,0,0,0,0.0,0.0,0.0,GK
Chiquinho,£4.5,Wolves,0,0,0,0,6,1,1.0,0.2222,0.0,MID
Chirewa,£4.5,Wolves,0,0,0,0,0,0,0.0,0.0,0.0,MID
Chiwome,£4.5,Wolves,0,0,0,0,0,0,0.0,0.0,0.0,FWD
Cundle,£4.5,Wolves,0,0,0,0,0,0,0.0,0.0,0.0,MID
Cunha,£6.5,Wolves,0,0,0,0,33,1,1.0,0.1538,0.0,FWD
Dawson,£4.5,Wolves,0,0,0,0,6,1,1.0,0.2222,0.0,DEF
Doherty,£4.5,Wolves,0,0,0,1,90,1,1.0,0.2222,0.2222,DEF
Doyle,£5.0,Wolves,0,0,0,0,0,0,0.0,0.0,0.0,MID
Fábio Silva,£5.0,Wolves,0,0,0,0,0,0,0.0,0.0,0.0,FWD
Fraser,£4.5,Wolves,0,0,0,0,0,0,0.0,0.0,0.0,FWD
Gonzalez,£4.5,Wolves,0,0,0,0,0,0,0.0,0.0,0.0,MID
Guedes,£5.5,Wolves,0,0,0,0,0,0,0.0,0.0,0.0,MID
H.Bueno,£4.5,Wolves,0,0,0,0,0,0,0.0,0.0,0.0,DEF
Hee Chan,£6.5,Wolves,0,0,0,1,90,2,2.0,0.3077,0.3077,MID
Hodge,£4.5,Wolves,0,0,0,0,0,0,0.0,0.0,0.0,MID
Hoever,£4.0,Wolves,0,0,0,0,0,0,0.0,0.0,0.0,DEF
J.Gomes,£5.0,Wolves,0,0,0,1,83,1,1.0,0.2,0.2,MID
José Sá,£4.5,Wolves,0,0,0,1,90,2,2.0,0.4444,0.4444,GK
Kalajdžić,£5.0,Wolves,0,0,0,0,0,0,0.0,0.0,0.0,FWD
King,£4.0,Wolves,0,0,0,0,0,0,0.0,0.0,0.0,GK
Mario Jr.,£5.0,Wolves,0,0,0,1,90,2,2.0,0.4,0.4,MID
Mosquera,£4.0,Wolves,0,0,0,1,90,1,1.0,0.25,0.25,DEF
N.Semedo,£4.5,Wolves,0,0,0,0,0,0,0.0,0.0,0.0,DEF
Pedro Lima,£4.0,Wolves,0,0,0,0,0,0,0.0,0.0,0.0,DEF
Podence,£5.5,Wolves,0,0,0,0,15,1,1.0,0.1818,0.0,MID
R.Gomes,£5.5,Wolves,0,0,0,1,74,2,2.0,0.3636,0.3636,MID
S.Bueno,£4.5,Wolves,0,0,0,0,0,0,0.0,0.0,0.0,DEF
Sarabia,£5.5,Wolves,0,0,0,0,6,1,1.0,0.1818,0.0,MID
Strand Larsen,£5.5,Wolves,0,0,0,1,83,2,2.0,0.3636,0.3636,FWD
Toti,£4.5,Wolves,0,0,0,1,90,0,0.0,0.0,0.0,DEF
