name,price,games_played,goals,assists,goal_contributions,total_points,points_per_game,roi,position,team,minutes,FDR_Average
Gusto,4.9,3,0,0,0,3,1.0,0.6122,DEF,Chelsea,253,0.07
James,5.0,0,0,0,0,0,0.0,0.0,DEF,Chelsea,0,0.07
Kellyman,4.5,0,0,0,0,0,0.0,0.0,MID,Chelsea,0,0.07
Lavia,4.5,1,0,0,0,2,2.0,0.4444,MID,Chelsea,65,0.07
Lukaku,6.3,0,0,0,0,0,0.0,0.0,FWD,Chelsea,0,0.07
M.Sarr,4.5,0,0,0,0,0,0.0,0.0,DEF,Chelsea,0,0.07
Madueke,6.6,3,3,0,3,25,8.3,3.788,MID,Chelsea,235,0.07
Marc Guiu,5.0,0,0,0,0,1,1.0,0.2,FWD,Chelsea,24,0.07
Mudryk,6.3,1,0,0,0,2,1.0,0.3175,MID,Chelsea,61,0.07
N.Jackson,7.6,4,2,1,3,19,4.8,2.5,FWD,Chelsea,300,0.07
Nkunku,6.2,1,1,0,1,10,2.5,1.613,MID,Chelsea,79,0.07
Palmer,10.6,4,1,4,5,28,7.0,2.642,MID,Chelsea,352,0.07
Petrović,4.4,0,0,0,0,0,0.0,0.0,GK,Chelsea,0,0.07
Renato Veiga,4.5,1,0,0,0,4,1.3,0.8889,MID,Chelsea,107,0.07
Sánchez,4.6,4,0,0,0,20,5.0,4.348,GK,Chelsea,360,0.07
Tosin,4.4,0,0,0,0,1,1.0,0.2273,DEF,Chelsea,28,0.07
W.Fofana,4.5,4,0,0,0,10,2.5,2.222,DEF,Chelsea,360,0.07
Sancho,6.3,0,0,1,1,3,3.0,0.4762,MID,Chelsea,45,0.07
Neto,6.4,2,0,1,1,6,1.5,0.9375,MID,Chelsea,179,0.07
Wiley,4.0,0,0,0,0,0,0.0,0.0,DEF,Chelsea,0,0.07
Jørgensen,4.4,0,0,0,0,0,0.0,0.0,GK,Chelsea,0,0.07
João Félix,6.4,0,1,0,1,7,2.3,1.094,MID,Chelsea,83,0.07
Nketiah,5.9,1,0,0,0,2,2.0,0.339,FWD,Crystal Palace,90,-0.096
Chalobah,4.4,0,0,0,0,0,0.0,0.0,DEF,Crystal Palace,0,-0.096
Ahamada,4.5,0,0,0,0,0,0.0,0.0,MID,Crystal Palace,0,-0.096
C.Doucouré,4.9,1,0,1,1,6,2.0,1.224,MID,Crystal Palace,91,-0.096
C.Richards,4.5,3,0,0,0,3,1.0,0.6667,DEF,Crystal Palace,253,-0.096
Chadi Riad,4.4,1,0,0,0,1,1.0,0.2273,DEF,Crystal Palace,90,-0.096
Clyne,4.4,2,0,0,0,3,1.5,0.6818,DEF,Crystal Palace,153,-0.096
Ebiowei,4.5,0,0,0,0,0,0.0,0.0,MID,Crystal Palace,0,-0.096
Eze,6.9,4,1,0,1,16,4.0,2.319,MID,Crystal Palace,360,-0.096
Guéhi,4.5,4,0,0,0,4,1.0,0.8889,DEF,Crystal Palace,360,-0.096
Henderson,4.5,4,0,0,0,8,2.0,1.778,GK,Crystal Palace,360,-0.096
Holding,4.4,0,0,0,0,0,0.0,0.0,DEF,Crystal Palace,0,-0.096
Hughes,4.9,2,0,0,0,3,1.0,0.6122,MID,Crystal Palace,177,-0.096
Kamada,5.3,2,0,0,0,5,1.2,0.9434,MID,Crystal Palace,209,-0.096
Lerma,4.9,1,0,0,0,3,1.5,0.6122,MID,Crystal Palace,78,-0.096
Mateta,7.4,4,2,0,2,18,4.5,2.432,FWD,Crystal Palace,293,-0.096
M.França,4.4,0,0,0,0,0,0.0,0.0,MID,Crystal Palace,0,-0.096
Matthews,4.0,0,0,0,0,0,0.0,0.0,GK,Crystal Palace,0,-0.096
Mitchell,4.9,4,0,1,1,8,2.0,1.633,DEF,Crystal Palace,358,-0.096
Muñoz,4.9,4,0,1,1,7,1.8,1.429,DEF,Crystal Palace,350,-0.096
Ozoh,4.5,0,0,0,0,0,0.0,0.0,MID,Crystal Palace,0,-0.096
Rak-Sakyi,4.5,0,0,0,0,0,0.0,0.0,MID,Crystal Palace,0,-0.096
Schlupp,4.9,0,0,0,0,3,1.0,0.6122,MID,Crystal Palace,12,-0.096
Ward,4.4,0,0,0,0,0,0.0,0.0,DEF,Crystal Palace,0,-0.096
Wharton,4.9,4,0,0,0,8,2.0,1.633,MID,Crystal Palace,343,-0.096
Turner,4.0,0,0,0,0,0,0.0,0.0,GK,Crystal Palace,0,-0.096
I.Sarr,5.9,0,0,1,1,7,1.8,1.186,MID,Crystal Palace,55,-0.096
Umeh-Chibueze,4.5,0,0,0,0,0,0.0,0.0,MID,Crystal Palace,0,-0.096
Devenny,4.5,0,0,0,0,0,0.0,0.0,MID,Crystal Palace,0,-0.096
Agbinone,4.5,0,0,0,0,0,0.0,0.0,MID,Crystal Palace,0,-0.096
Rodney,4.5,0,0,0,0,0,0.0,0.0,MID,Crystal Palace,0,-0.096
Lacroix,4.5,1,0,0,0,1,1.0,0.2222,DEF,Crystal Palace,90,-0.096
Broja,5.5,0,0,0,0,0,0.0,0.0,FWD,Everton,0,-0.228
A.Doucoure,5.3,2,0,0,0,4,1.3,0.7547,MID,Everton,125,-0.228
Beto,5.0,0,0,0,0,4,1.0,0.8,FWD,Everton,43,-0.228
Branthwaite,4.9,0,0,0,0,0,0.0,0.0,DEF,Everton,0,-0.228
Calvert-Lewin,5.9,4,2,1,3,22,5.5,3.729,FWD,Everton,323,-0.228
Coleman,4.4,1,0,0,0,1,1.0,0.2273,DEF,Everton,90,-0.228
Gana,4.9,4,0,0,0,8,2.0,1.633,MID,Everton,333,-0.228
Garner,5.0,0,0,0,0,2,2.0,0.4,MID,Everton,64,-0.228
Harrison,5.4,4,0,0,0,7,1.8,1.296,MID,Everton,293,-0.228
Holgate,4.0,0,0,0,0,1,1.0,0.25,DEF,Everton,5,-0.228
Iroegbunam,4.5,4,0,0,0,6,1.5,1.333,MID,Everton,350,-0.228
J.Virginia,4.0,0,0,0,0,0,0.0,0.0,GK,Everton,0,-0.228
Keane,4.0,4,1,0,1,8,2.0,2.0,DEF,Everton,360,-0.228
Maupay,4.9,0,0,0,0,0,0.0,0.0,FWD,Everton,0,-0.228
McNeil,5.4,4,1,2,3,22,5.5,4.074,MID,Everton,360,-0.228
Mykolenko,4.4,4,0,0,0,3,0.8,0.6818,DEF,Everton,295,-0.228
Ndiaye,5.4,2,0,0,0,5,1.2,0.9259,FWD,Everton,222,-0.228
Patterson,4.4,0,0,0,0,0,0.0,0.0,DEF,Everton,0,-0.228
Pickford,4.9,4,0,0,0,6,1.5,1.224,GK,Everton,360,-0.228
Tarkowski,4.9,4,0,0,0,2,0.5,0.4082,DEF,Everton,360,-0.228
Y. Chermiti,4.9,0,0,0,0,0,0.0,0.0,FWD,Everton,0,-0.228
Young,4.5,2,0,0,0,-2,-1.0,-0.4444,DEF,Everton,155,-0.228
Lindstrøm,5.3,0,0,0,0,2,1.0,0.3774,MID,Everton,42,-0.228
O'Brien,4.8,0,0,0,0,0,0.0,0.0,DEF,Everton,26,-0.228
Armstrong,4.5,0,0,0,0,1,1.0,0.2222,MID,Everton,1,-0.228
Metcalfe,4.5,0,0,0,0,0,0.0,0.0,MID,Everton,0,-0.228
Begovic,4.0,0,0,0,0,0,0.0,0.0,GK,Everton,0,-0.228
Dixon,4.0,1,0,0,0,0,0.0,0.0,DEF,Everton,90,-0.228
Mangala,5.0,0,0,0,0,1,1.0,0.2,MID,Everton,26,-0.228
Nelson,5.0,0,0,0,0,1,0.5,0.2,MID,Fulham,26,0.053
Smith Rowe,5.7,4,1,1,2,22,5.5,3.86,MID,Fulham,274,0.053
Andersen,4.4,2,0,0,0,2,1.0,0.4545,DEF,Fulham,180,0.053
Adama,5.0,4,1,1,2,19,4.8,3.8,MID,Fulham,325,0.053
Andreas,5.4,4,0,0,0,8,2.0,1.481,MID,Fulham,346,0.053
Bassey,4.5,4,0,0,0,7,1.8,1.556,DEF,Fulham,360,0.053
Benda,4.0,0,0,0,0,0,0.0,0.0,GK,Fulham,0,0.053
Cairney,4.9,0,0,0,0,2,0.5,0.4082,MID,Fulham,67,0.053
Castagne,4.3,0,0,0,0,0,0.0,0.0,DEF,Fulham,0,0.053
Diop,4.5,3,0,0,0,6,2.0,1.333,DEF,Fulham,270,0.053
Harris,4.5,0,0,0,0,0,0.0,0.0,MID,Fulham,0,0.053
Iwobi,5.5,4,1,0,1,15,3.8,2.727,MID,Fulham,331,0.053
Leno,5.0,4,0,0,0,11,2.8,2.2,GK,Fulham,360,0.053
Lukić,5.0,4,0,0,0,7,1.8,1.4,MID,Fulham,331,0.053
Mbabu,4.0,0,0,0,0,0,0.0,0.0,DEF,Fulham,0,0.053
Muniz,6.0,3,0,0,0,7,1.8,1.167,FWD,Fulham,251,0.053
Raúl,5.4,1,1,0,1,12,3.0,2.222,FWD,Fulham,105,0.053
Ream,4.5,0,0,0,0,0,0.0,0.0,DEF,Fulham,0,0.053
Reed,4.9,0,0,0,0,4,1.0,0.8163,MID,Fulham,12,0.053
Robinson,4.7,4,0,2,2,15,3.8,3.191,DEF,Fulham,360,0.053
Stansfield,5.0,0,0,0,0,1,1.0,0.2,FWD,Fulham,1,0.053
Tete,4.5,4,0,0,0,8,2.0,1.778,DEF,Fulham,360,0.053
Vinicius,5.0,0,0,0,0,0,0.0,0.0,FWD,Fulham,0,0.053
Wilson,5.4,0,0,0,0,2,0.7,0.3704,MID,Fulham,36,0.053
Sessegnon,4.4,0,0,0,0,0,0.0,0.0,DEF,Fulham,0,0.053
J.Cuenca,4.4,0,0,0,0,0,0.0,0.0,DEF,Fulham,0,0.053
King,4.5,0,0,0,0,0,0.0,0.0,MID,Fulham,0,0.053
Godo,4.5,0,0,0,0,0,0.0,0.0,MID,Fulham,0,0.053
Berge,5.0,0,0,0,0,2,1.0,0.4,MID,Fulham,42,0.053
Al-Hamadi,5.0,0,0,0,0,1,0.3,0.2,FWD,Ipswich,32,-0.228
Baggott,4.0,0,0,0,0,0,0.0,0.0,DEF,Ipswich,0,-0.228
Broadhead,4.9,0,0,0,0,0,0.0,0.0,MID,Ipswich,0,-0.228
Burgess,4.0,0,0,0,0,0,0.0,0.0,DEF,Ipswich,0,-0.228
Burns,4.9,2,0,0,0,1,0.5,0.2041,MID,Ipswich,114,-0.228
Chaplin,5.3,1,0,0,0,5,1.2,0.9434,MID,Ipswich,72,-0.228
H.Clarke,4.0,0,0,0,0,0,0.0,0.0,DEF,Ipswich,0,-0.228
Davis,4.5,4,0,1,1,14,3.5,3.111,DEF,Ipswich,360,-0.228
Delap,5.5,4,1,0,1,12,3.0,2.182,FWD,Ipswich,293,-0.228
Edmundson,4.0,0,0,0,0,1,1.0,0.25,DEF,Ipswich,1,-0.228
Greaves,4.0,4,0,0,0,9,2.2,2.25,DEF,Ipswich,360,-0.228
Harness,4.9,0,0,0,0,2,1.0,0.4082,MID,Ipswich,43,-0.228
Hirst,5.4,0,0,0,0,1,1.0,0.1852,FWD,Ipswich,31,-0.228
Humphreys,4.5,0,0,0,0,0,0.0,0.0,MID,Ipswich,0,-0.228
Hutchinson,5.4,4,0,0,0,7,1.8,1.296,MID,Ipswich,352,-0.228
Johnson,4.0,1,0,1,1,3,1.5,0.75,DEF,Ipswich,123,-0.228
Ladapo,4.5,0,0,0,0,0,0.0,0.0,FWD,Ipswich,0,-0.228
Luongo,4.5,2,0,0,0,5,1.7,1.111,MID,Ipswich,141,-0.228
Morsy,4.9,4,0,0,0,6,1.5,1.224,MID,Ipswich,353,-0.228
Ndaba,4.0,0,0,0,0,0,0.0,0.0,DEF,Ipswich,0,-0.228
Slicker,4.0,0,0,0,0,0,0.0,0.0,GK,Ipswich,0,-0.228
Taylor,4.9,0,0,0,0,2,1.0,0.4082,MID,Ipswich,43,-0.228
Tuanzebe,4.0,4,0,0,0,9,2.2,2.25,DEF,Ipswich,341,-0.228
Walton,4.5,1,0,0,0,2,2.0,0.4444,GK,Ipswich,90,-0.228
Woolfenden,4.0,3,0,0,0,2,0.7,0.5,DEF,Ipswich,270,-0.228
Phillips,5.0,2,0,0,0,4,2.0,0.8,MID,Ipswich,159,-0.228
Muric,4.4,3,0,0,0,14,4.7,3.182,GK,Ipswich,270,-0.228
Townsend,4.0,0,0,0,0,0,0.0,0.0,DEF,Ipswich,0,-0.228
Szmodics,6.0,3,1,0,1,10,2.5,1.667,MID,Ipswich,225,-0.228
Cajuste,4.5,0,0,0,0,1,1.0,0.2222,MID,Ipswich,20,-0.228
O'Shea,4.0,1,0,0,0,7,7.0,1.75,DEF,Ipswich,90,-0.228
J.Clarke,5.5,0,0,0,0,2,1.0,0.3636,MID,Ipswich,40,-0.228
Ogbene,5.0,1,0,0,0,3,1.5,0.6,MID,Ipswich,118,-0.228
Buonanotte,5.0,2,1,1,2,13,4.3,2.6,MID,Leicester,170,-0.105
J.Ayew,5.3,2,0,0,0,4,1.0,0.7547,MID,Leicester,195,-0.105
Edouard,5.4,1,0,0,0,3,1.5,0.5556,FWD,Leicester,115,-0.105
B.Soumaré,4.5,0,0,0,0,1,1.0,0.2222,MID,Leicester,11,-0.105
Cannon,4.5,0,0,0,0,0,0.0,0.0,FWD,Leicester,0,-0.105
Choudhury,4.5,0,0,0,0,1,1.0,0.2222,MID,Leicester,14,-0.105
Coady,4.0,0,0,0,0,0,0.0,0.0,DEF,Leicester,7,-0.105
Daka,4.9,0,0,0,0,0,0.0,0.0,FWD,Leicester,0,-0.105
De Cordova-Reid,5.4,2,0,0,0,5,1.7,0.9259,MID,Leicester,148,-0.105
Faes,4.1,4,1,0,1,10,2.5,2.439,DEF,Leicester,360,-0.105
Golding,4.5,0,0,0,0,0,0.0,0.0,MID,Leicester,0,-0.105
Hermansen,4.5,4,0,0,0,8,2.0,1.778,GK,Leicester,360,-0.105
Iversen,4.0,0,0,0,0,0,0.0,0.0,GK,Leicester,0,-0.105
Justin,4.5,4,0,0,0,5,1.2,1.111,DEF,Leicester,360,-0.105
Kristiansen,4.5,4,0,0,0,4,1.0,0.8889,DEF,Leicester,354,-0.105
Marcal,4.5,0,0,0,0,0,0.0,0.0,MID,Leicester,0,-0.105
Mavididi,5.3,1,1,0,1,10,2.5,1.887,MID,Leicester,124,-0.105
McAteer,4.9,0,0,0,0,3,1.0,0.6122,MID,Leicester,10,-0.105
Ndidi,5.0,4,0,3,3,17,4.2,3.4,MID,Leicester,343,-0.105
Okoli,4.0,2,0,0,0,1,0.5,0.25,DEF,Leicester,180,-0.105
Ricardo,4.4,0,0,0,0,0,0.0,0.0,DEF,Leicester,0,-0.105
Souttar,4.0,0,0,0,0,0,0.0,0.0,DEF,Leicester,0,-0.105
Stolarczyk,4.0,0,0,0,0,0,0.0,0.0,GK,Leicester,0,-0.105
Thomas,4.0,0,0,0,0,0,0.0,0.0,DEF,Leicester,0,-0.105
Vardy,5.7,4,2,0,2,19,4.8,3.333,FWD,Leicester,328,-0.105
Vestergaard,4.0,2,0,0,0,2,1.0,0.5,DEF,Leicester,180,-0.105
Ward,4.0,0,0,0,0,0,0.0,0.0,GK,Leicester,0,-0.105
Winks,4.5,4,0,0,0,7,1.8,1.556,MID,Leicester,360,-0.105
Skipp,4.9,2,0,0,0,4,1.3,0.8163,MID,Leicester,176,-0.105
A.Fatawu,5.5,3,0,1,1,13,3.2,2.364,MID,Leicester,265,-0.105
Alves,4.5,0,0,0,0,0,0.0,0.0,MID,Leicester,0,-0.105
Nelson,4.0,0,0,0,0,0,0.0,0.0,DEF,Leicester,0,-0.105
El Khannouss,5.0,0,0,0,0,1,1.0,0.2,MID,Leicester,22,-0.105
A.Becker,5.5,4,0,0,0,23,5.8,4.182,GK,Liverpool,360,0.123
Alexander-Arnold,7.1,4,0,0,0,21,5.2,2.958,DEF,Liverpool,312,0.123
Bajcetic,4.5,0,0,0,0,0,0.0,0.0,MID,Liverpool,0,0.123
Bradley,4.8,0,0,0,0,4,1.0,0.8333,DEF,Liverpool,75,0.123
Clark,4.5,0,0,0,0,0,0.0,0.0,MID,Liverpool,0,0.123
Darwin,7.2,0,0,0,0,3,1.0,0.4167,FWD,Liverpool,62,0.123
Diogo J.,7.6,4,1,1,2,18,4.5,2.368,MID,Liverpool,283,0.123
Doak,4.5,0,0,0,0,0,0.0,0.0,MID,Liverpool,0,0.123
Elliott,5.2,0,0,0,0,1,1.0,0.1923,MID,Liverpool,7,0.123
Endo,4.9,0,0,0,0,1,1.0,0.2041,MID,Liverpool,1,0.123
Gakpo,7.2,0,0,0,0,3,0.8,0.4167,FWD,Liverpool,82,0.123
Gomez,4.9,0,0,0,0,0,0.0,0.0,DEF,Liverpool,0,0.123
Gravenberch,5.0,4,0,0,0,9,2.2,1.8,MID,Liverpool,360,0.123
Jones,5.3,0,0,0,0,1,1.0,0.1887,MID,Liverpool,15,0.123
Kelleher,4.4,0,0,0,0,0,0.0,0.0,GK,Liverpool,0,0.123
Konaté,5.1,3,0,0,0,16,4.0,3.137,DEF,Liverpool,299,0.123
Luis Díaz,7.8,4,3,1,4,35,8.8,4.487,MID,Liverpool,286,0.123
M.Salah,12.7,4,3,3,6,43,10.8,3.386,MID,Liverpool,352,0.123
Mac Allister,6.4,4,0,0,0,10,2.5,1.562,MID,Liverpool,329,0.123
McConnell,4.5,0,0,0,0,0,0.0,0.0,MID,Liverpool,0,0.123
Morton,4.5,0,0,0,0,0,0.0,0.0,MID,Liverpool,0,0.123
N.Phillips,4.0,0,0,0,0,0,0.0,0.0,DEF,Liverpool,0,0.123
Quansah,4.2,1,0,0,0,1,1.0,0.2381,DEF,Liverpool,45,0.123
R.Williams,4.0,0,0,0,0,0,0.0,0.0,DEF,Liverpool,0,0.123
Robertson,6.0,4,0,0,0,19,4.8,3.167,DEF,Liverpool,324,0.123
Szoboszlai,6.5,4,0,2,2,16,4.0,2.462,MID,Liverpool,360,0.123
Tsimikas,4.7,0,0,0,0,3,1.0,0.6383,DEF,Liverpool,33,0.123
Virgil,6.0,4,0,0,0,20,5.0,3.333,DEF,Liverpool,360,0.123
Chiesa,7.0,0,0,0,0,0,0.0,0.0,MID,Liverpool,0,0.123
Akanji,5.5,4,0,0,0,11,2.8,2.0,DEF,Man City,360,0.254
Aké,5.3,0,0,0,0,1,1.0,0.1887,DEF,Man City,2,0.254
Bernardo,6.6,3,0,2,2,16,4.0,2.424,MID,Man City,276,0.254
Bobb,4.8,0,0,0,0,0,0.0,0.0,MID,Man City,0,0.254
Carson,4.0,0,0,0,0,0,0.0,0.0,GK,Man City,0,0.254
De Bruyne,9.6,4,1,1,2,18,4.5,1.875,MID,Man City,356,0.254
Doku,6.5,3,0,0,0,7,2.3,1.077,MID,Man City,227,0.254
Ederson M.,5.5,4,0,1,1,19,4.8,3.455,GK,Man City,360,0.254
Foden,9.3,0,0,0,0,1,1.0,0.1075,MID,Man City,45,0.254
Grealish,6.4,2,0,0,0,4,1.3,0.625,MID,Man City,173,0.254
Gvardiol,6.0,3,0,0,0,12,3.0,2.0,DEF,Man City,312,0.254
Haaland,15.3,4,9,0,9,54,13.5,3.529,FWD,Man City,359,0.254
J.Alvarez,7.0,0,0,0,0,0,0.0,0.0,FWD,Man City,0,0.254
João Cancelo,5.3,0,0,0,0,0,0.0,0.0,DEF,Man City,0,0.254
Kovačić,5.5,4,1,0,1,14,3.5,2.545,MID,Man City,274,0.254
Lewis,4.7,4,0,1,1,15,3.8,3.191,DEF,Man City,315,0.254
Matheus N.,4.9,0,0,1,1,6,2.0,1.224,MID,Man City,20,0.254
