name,price,games_played,goals,assists,goal_contributions,total_points,points_per_game,roi,position,team,minutes,FDR_Average
Kellyman,4.4,0,0,0,0,0,0.0,0.0,MID,Chelsea,0,0.333
Lavia,4.5,1,0,0,0,3,1.5,0.6667,MID,Chelsea,76,0.333
Lukaku,6.3,0,0,0,0,0,0.0,0.0,FWD,Chelsea,0,0.333
M.Sarr,4.5,0,0,0,0,0,0.0,0.0,DEF,Chelsea,0,0.333
Madueke,6.5,5,3,1,4,33,6.6,5.077,MID,Chelsea,387,0.333
Marc Guiu,4.9,0,0,0,0,1,1.0,0.2041,FWD,Chelsea,24,0.333
Mudryk,6.3,1,0,0,0,3,1.0,0.4762,MID,Chelsea,80,0.333
N.Jackson,7.9,6,4,3,7,40,6.7,5.063,FWD,Chelsea,441,0.333
Nkunku,6.1,1,1,0,1,12,2.0,1.967,MID,Chelsea,116,0.333
Palmer,10.7,6,6,4,10,61,10.2,5.701,MID,Chelsea,505,0.333
Petrović,4.4,0,0,0,0,0,0.0,0.0,GK,Chelsea,0,0.333
Renato Veiga,4.5,1,0,0,0,5,1.2,1.111,MID,Chelsea,127,0.333
Sánchez,4.7,6,0,0,0,32,5.3,6.809,GK,Chelsea,540,0.333
Tosin,4.4,1,0,0,0,7,3.5,1.591,DEF,Chelsea,118,0.333
W.Fofana,4.5,6,0,0,0,10,1.7,2.222,DEF,Chelsea,506,0.333
Sancho,6.4,2,0,4,4,16,5.3,2.5,MID,Chelsea,171,0.333
Neto,6.2,2,0,1,1,8,1.3,1.29,MID,Chelsea,239,0.333
Wiley,4.0,0,0,0,0,0,0.0,0.0,DEF,Chelsea,0,0.333
Jørgensen,4.3,0,0,0,0,0,0.0,0.0,GK,Chelsea,0,0.333
João Félix,6.2,0,1,0,1,8,2.0,1.29,MID,Chelsea,109,0.333
Nketiah,5.9,3,0,0,0,6,2.0,1.017,FWD,Crystal Palace,227,-0.184
Chalobah,4.4,0,0,0,0,0,0.0,0.0,DEF,Crystal Palace,0,-0.184
Ahamada,4.5,0,0,0,0,0,0.0,0.0,MID,Crystal Palace,0,-0.184
C.Doucouré,4.9,1,0,1,1,6,2.0,1.224,MID,Crystal Palace,91,-0.184
C.Richards,4.5,4,0,0,0,9,2.2,2.0,DEF,Crystal Palace,343,-0.184
Chadi Riad,4.4,1,0,0,0,1,1.0,0.2273,DEF,Crystal Palace,90,-0.184
Clyne,4.4,2,0,0,0,3,1.5,0.6818,DEF,Crystal Palace,153,-0.184
Ebiowei,4.5,0,0,0,0,0,0.0,0.0,MID,Crystal Palace,0,-0.184
Eze,6.8,6,1,0,1,21,3.5,3.088,MID,Crystal Palace,540,-0.184
Guéhi,4.4,6,1,0,1,19,3.2,4.318,DEF,Crystal Palace,540,-0.184
Henderson,4.5,6,0,0,0,18,3.0,4.0,GK,Crystal Palace,540,-0.184
Holding,4.4,0,0,0,0,0,0.0,0.0,DEF,Crystal Palace,0,-0.184
Hughes,4.9,2,0,0,0,4,0.8,0.8163,MID,Crystal Palace,203,-0.184
Kamada,5.2,4,0,0,0,10,1.7,1.923,MID,Crystal Palace,360,-0.184
Lerma,4.8,2,0,0,0,6,1.5,1.25,MID,Crystal Palace,213,-0.184
Mateta,7.4,6,2,0,2,21,3.5,2.838,FWD,Crystal Palace,428,-0.184
M.França,4.4,0,0,0,0,0,0.0,0.0,MID,Crystal Palace,0,-0.184
Matthews,4.0,0,0,0,0,0,0.0,0.0,GK,Crystal Palace,0,-0.184
Mitchell,4.9,6,0,1,1,15,2.5,3.061,DEF,Crystal Palace,538,-0.184
Muñoz,4.9,6,0,1,1,14,2.3,2.857,DEF,Crystal Palace,530,-0.184
Ozoh,4.5,0,0,0,0,0,0.0,0.0,MID,Crystal Palace,0,-0.184
Rak-Sakyi,4.5,0,0,0,0,0,0.0,0.0,MID,Crystal Palace,0,-0.184
Schlupp,4.8,0,0,0,0,5,1.0,1.042,MID,Crystal Palace,30,-0.184
Ward,4.4,0,0,0,0,0,0.0,0.0,DEF,Crystal Palace,0,-0.184
Wharton,4.9,6,0,0,0,11,1.8,2.245,MID,Crystal Palace,475,-0.184
Turner,4.0,0,0,0,0,0,0.0,0.0,GK,Crystal Palace,0,-0.184
I.Sarr,5.8,0,0,1,1,9,1.5,1.552,MID,Crystal Palace,128,-0.184
Umeh-Chibueze,4.5,0,0,0,0,0,0.0,0.0,MID,Crystal Palace,0,-0.184
Devenny,4.5,0,0,0,0,0,0.0,0.0,MID,Crystal Palace,0,-0.184
Agbinone,4.5,0,0,0,0,0,0.0,0.0,MID,Crystal Palace,0,-0.184
Rodney,4.5,0,0,0,0,0,0.0,0.0,MID,Crystal Palace,0,-0.184
Lacroix,4.5,3,0,1,1,10,3.3,2.222,DEF,Crystal Palace,270,-0.184
Broja,5.4,0,0,0,0,0,0.0,0.0,FWD,Everton,0,-0.193
A.Doucoure,5.2,4,0,0,0,8,1.6,1.538,MID,Everton,305,-0.193
Beto,5.0,0,0,0,0,4,1.0,0.8,FWD,Everton,43,-0.193
Branthwaite,4.8,1,0,0,0,2,2.0,0.4167,DEF,Everton,90,-0.193
Calvert-Lewin,6.0,6,2,1,3,25,4.2,4.167,FWD,Everton,503,-0.193
Coleman,4.4,1,0,0,0,1,1.0,0.2273,DEF,Everton,90,-0.193
Gana,4.9,4,0,0,0,9,1.8,1.837,MID,Everton,340,-0.193
Garner,5.0,1,0,0,0,4,1.3,0.8,MID,Everton,161,-0.193
Harrison,5.3,4,0,1,1,12,2.0,2.264,MID,Everton,367,-0.193
Holgate,4.0,0,0,0,0,1,1.0,0.25,DEF,Everton,5,-0.193
Iroegbunam,4.5,4,0,0,0,7,1.4,1.556,MID,Everton,359,-0.193
J.Virginia,4.0,0,0,0,0,0,0.0,0.0,GK,Everton,0,-0.193
Keane,4.0,5,1,0,1,9,1.8,2.25,DEF,Everton,450,-0.193
Maupay,4.9,0,0,0,0,0,0.0,0.0,FWD,Everton,0,-0.193
McNeil,5.6,6,3,2,5,39,6.5,6.964,MID,Everton,532,-0.193
Mykolenko,4.3,5,0,0,0,5,1.0,1.163,DEF,Everton,385,-0.193
Ndiaye,5.4,4,1,0,1,16,2.7,2.963,FWD,Everton,392,-0.193
Patterson,4.4,0,0,0,0,0,0.0,0.0,DEF,Everton,0,-0.193
Pickford,4.8,6,0,0,0,10,1.7,2.083,GK,Everton,540,-0.193
Tarkowski,4.8,6,0,0,0,6,1.0,1.25,DEF,Everton,540,-0.193
Y. Chermiti,4.9,0,0,0,0,0,0.0,0.0,FWD,Everton,0,-0.193
Young,4.5,4,0,2,2,9,2.2,2.0,DEF,Everton,335,-0.193
Lindstrøm,5.2,2,0,0,0,6,1.5,1.154,MID,Everton,147,-0.193
O'Brien,4.8,0,0,0,0,0,0.0,0.0,DEF,Everton,26,-0.193
Armstrong,4.5,0,0,0,0,1,1.0,0.2222,MID,Everton,1,-0.193
Metcalfe,4.5,0,0,0,0,0,0.0,0.0,MID,Everton,0,-0.193
Begovic,4.0,0,0,0,0,0,0.0,0.0,GK,Everton,0,-0.193
Dixon,4.0,1,0,0,0,0,0.0,0.0,DEF,Everton,90,-0.193
Mangala,5.0,2,0,0,0,5,1.7,1.0,MID,Everton,198,-0.193
Nelson,5.0,0,1,0,1,9,2.2,1.8,MID,Fulham,63,0.237
Smith Rowe,5.8,6,2,1,3,33,5.5,5.69,MID,Fulham,444,0.237
Andersen,4.4,4,0,0,0,12,3.0,2.727,DEF,Fulham,360,0.237
Adama,5.1,6,1,2,3,26,4.3,5.098,MID,Fulham,466,0.237
Andreas,5.3,6,0,1,1,15,2.5,2.83,MID,Fulham,480,0.237
Bassey,4.5,6,0,0,0,15,2.5,3.333,DEF,Fulham,540,0.237
Benda,4.0,0,0,0,0,0,0.0,0.0,GK,Fulham,0,0.237
Cairney,4.9,0,0,0,0,2,0.5,0.4082,MID,Fulham,67,0.237
Castagne,4.3,0,0,0,0,0,0.0,0.0,DEF,Fulham,0,0.237
Diop,4.5,3,0,0,0,8,1.6,1.778,DEF,Fulham,278,0.237
Harris,4.5,0,0,0,0,0,0.0,0.0,MID,Fulham,0,0.237
Iwobi,5.5,6,1,1,2,25,4.2,4.545,MID,Fulham,511,0.237
Leno,5.0,6,0,0,0,18,3.0,3.6,GK,Fulham,540,0.237
Lukić,4.9,6,0,0,0,9,1.5,1.837,MID,Fulham,458,0.237
Mbabu,4.0,0,0,0,0,0,0.0,0.0,DEF,Fulham,0,0.237
Muniz,5.8,3,0,1,1,12,2.0,2.069,FWD,Fulham,274,0.237
Raúl,5.5,3,3,0,3,27,4.5,4.909,FWD,Fulham,260,0.237
Ream,4.5,0,0,0,0,0,0.0,0.0,DEF,Fulham,0,0.237
Reed,4.9,0,0,0,0,4,0.7,0.8163,MID,Fulham,42,0.237
Robinson,4.7,6,0,2,2,24,4.0,5.106,DEF,Fulham,540,0.237
Stansfield,5.0,0,0,0,0,1,1.0,0.2,FWD,Fulham,1,0.237
Tete,4.5,6,0,0,0,14,2.3,3.111,DEF,Fulham,540,0.237
Vinicius,5.0,0,0,0,0,0,0.0,0.0,FWD,Fulham,0,0.237
Wilson,5.3,0,0,0,0,2,0.7,0.3774,MID,Fulham,36,0.237
Sessegnon,4.3,0,0,0,0,0,0.0,0.0,DEF,Fulham,0,0.237
J.Cuenca,4.4,0,0,0,0,0,0.0,0.0,DEF,Fulham,0,0.237
King,4.5,0,0,0,0,0,0.0,0.0,MID,Fulham,0,0.237
Godo,4.5,0,0,0,0,0,0.0,0.0,MID,Fulham,0,0.237
Berge,5.0,0,0,0,0,4,1.0,0.8,MID,Fulham,108,0.237
Al-Hamadi,4.9,0,0,0,0,1,0.3,0.2041,FWD,Ipswich,32,-0.342
Baggott,4.0,0,0,0,0,0,0.0,0.0,DEF,Ipswich,0,-0.342
Broadhead,4.9,0,0,0,0,0,0.0,0.0,MID,Ipswich,0,-0.342
Burgess,4.0,0,0,0,0,0,0.0,0.0,DEF,Ipswich,0,-0.342
Burns,4.9,3,0,0,0,4,1.0,0.8163,MID,Ipswich,208,-0.342
Chaplin,5.2,1,0,0,0,6,1.2,1.154,MID,Ipswich,89,-0.342
H.Clarke,4.0,0,0,0,0,0,0.0,0.0,DEF,Ipswich,0,-0.342
Davis,4.5,6,0,1,1,18,3.0,4.0,DEF,Ipswich,540,-0.342
Delap,5.6,6,3,0,3,25,4.2,4.464,FWD,Ipswich,455,-0.342
Edmundson,4.0,0,0,0,0,1,1.0,0.25,DEF,Ipswich,1,-0.342
Greaves,4.0,6,0,0,0,11,1.8,2.75,DEF,Ipswich,540,-0.342
Harness,4.9,0,0,0,0,2,1.0,0.4082,MID,Ipswich,43,-0.342
Hirst,5.4,0,0,0,0,3,1.0,0.5556,FWD,Ipswich,49,-0.342
