name,price,games_played,goals,assists,goal_contributions,total_points,points_per_game,roi,position,team,minutes,FDR_Average
Adams,4.9,0,0,0,0,0,0.0,0.0,MID,Bournemouth,0,-0.149
Anthony,4.5,0,0,0,0,0,0.0,0.0,MID,Bournemouth,0,-0.149
Brooks,4.9,0,0,0,0,0,0.0,0.0,MID,Bournemouth,0,-0.149
Christie,4.9,4,0,0,0,8,1.6,1.633,MID,Bournemouth,290,-0.149
Cook,5.0,5,1,0,1,12,2.4,2.4,MID,Bournemouth,443,-0.149
Enes Ünal,5.4,0,0,0,0,2,1.0,0.3704,FWD,Bournemouth,21,-0.149
Faivre,5.0,0,0,0,0,0,0.0,0.0,MID,Bournemouth,0,-0.149
H.Traorè,4.5,0,0,0,0,0,0.0,0.0,MID,Bournemouth,0,-0.149
Hill,4.0,0,0,0,0,0,0.0,0.0,DEF,Bournemouth,0,-0.149
Jebbison,4.5,0,0,0,0,2,1.0,0.4444,FWD,Bournemouth,26,-0.149
Kerkez,4.5,5,0,0,0,7,1.4,1.556,DEF,Bournemouth,425,-0.149
Kluivert,5.4,4,0,1,1,10,2.0,1.852,MID,Bournemouth,306,-0.149
Mepham,4.4,0,0,0,0,0,0.0,0.0,DEF,Bournemouth,0,-0.149
O.Dango,5.0,1,0,1,1,8,2.0,1.6,MID,Bournemouth,155,-0.149
Paulsen,4.0,0,0,0,0,0,0.0,0.0,GK,Bournemouth,0,-0.149
Philip,4.8,0,0,0,0,2,1.0,0.4167,MID,Bournemouth,21,-0.149
Scott,4.9,1,0,0,0,6,1.2,1.224,MID,Bournemouth,155,-0.149
Semenyo,5.7,5,2,1,3,22,4.4,3.86,MID,Bournemouth,429,-0.149
Senesi,4.8,3,0,0,0,3,1.0,0.625,DEF,Bournemouth,256,-0.149
Sinisterra,5.0,1,1,1,2,16,3.2,3.2,MID,Bournemouth,148,-0.149
Smith,4.5,2,0,0,0,10,2.0,2.222,DEF,Bournemouth,174,-0.149
Tavernier,5.5,5,1,0,1,18,3.6,3.273,MID,Bournemouth,436,-0.149
Travers,4.4,1,0,0,0,2,2.0,0.4545,GK,Bournemouth,90,-0.149
Zabarnyi,4.5,5,0,0,0,8,1.6,1.778,DEF,Bournemouth,450,-0.149
Arrizabalaga,4.5,2,0,0,0,7,3.5,1.556,GK,Bournemouth,180,-0.149
Huijsen,4.4,2,0,0,0,3,1.0,0.6818,DEF,Bournemouth,193,-0.149
J.Araujo,4.5,3,0,0,0,6,1.2,1.333,DEF,Bournemouth,272,-0.149
Dennis,4.0,0,0,0,0,0,0.0,0.0,GK,Bournemouth,0,-0.149
Evanilson,5.9,4,0,0,0,6,1.5,1.017,FWD,Bournemouth,277,-0.149
Ajer,4.5,5,0,0,0,5,1.0,1.111,DEF,Brentford,367,-0.053
Brierley,4.5,0,0,0,0,0,0.0,0.0,MID,Brentford,0,-0.053
Collins,4.5,5,0,2,2,13,2.6,2.889,DEF,Brentford,450,-0.053
Damsgaard,5.0,3,0,0,0,9,1.8,1.8,MID,Brentford,282,-0.053
Dasilva,4.9,0,0,0,0,0,0.0,0.0,MID,Brentford,0,-0.053
Flekken,4.5,5,0,0,0,15,3.0,3.333,GK,Brentford,450,-0.053
Henry,4.4,0,0,0,0,0,0.0,0.0,DEF,Brentford,0,-0.053
Hickey,4.4,0,0,0,0,0,0.0,0.0,DEF,Brentford,0,-0.053
Janelt,4.9,5,0,0,0,11,2.2,2.245,MID,Brentford,380,-0.053
Jensen,5.4,3,0,1,1,9,3.0,1.667,MID,Brentford,238,-0.053
Ji-soo,4.0,0,0,0,0,0,0.0,0.0,DEF,Brentford,0,-0.053
Konak,4.5,0,0,0,0,1,1.0,0.2222,MID,Brentford,11,-0.053
Lewis-Potter,5.0,3,0,1,1,11,2.2,2.2,MID,Brentford,276,-0.053
Mbeumo,7.3,5,4,0,4,34,6.8,4.658,MID,Brentford,449,-0.053
Mee,4.4,0,0,0,0,1,1.0,0.2273,DEF,Brentford,1,-0.053
Nørgaard,4.9,4,0,0,0,7,1.8,1.429,MID,Brentford,360,-0.053
Onyeka,4.9,0,0,0,0,2,1.0,0.4082,MID,Brentford,23,-0.053
Peart-Harris,4.5,0,0,0,0,0,0.0,0.0,MID,Brentford,0,-0.053
Pinnock,4.5,5,0,0,0,4,0.8,0.8889,DEF,Brentford,450,-0.053
Roerslev,4.4,2,0,0,0,6,1.2,1.364,DEF,Brentford,260,-0.053
Schade,5.4,2,0,1,1,11,2.2,2.037,MID,Brentford,236,-0.053
Thiago,5.9,0,0,0,0,0,0.0,0.0,FWD,Brentford,0,-0.053
Toney,7.3,0,0,0,0,0,0.0,0.0,FWD,Brentford,0,-0.053
Valdimarsson,4.0,0,0,0,0,0,0.0,0.0,GK,Brentford,0,-0.053
Wissa,6.0,4,3,1,4,28,7.0,4.667,FWD,Brentford,290,-0.053
Yarmoliuk,4.5,1,0,0,0,3,1.5,0.6667,MID,Brentford,68,-0.053
Zanka,4.5,0,0,0,0,0,0.0,0.0,DEF,Brentford,0,-0.053
Carvalho,4.8,1,0,0,0,6,1.2,1.25,MID,Brentford,142,-0.053
Van den Berg,4.0,2,0,0,0,3,1.0,0.75,DEF,Brentford,195,-0.053
Trevitt,4.5,0,0,0,0,1,1.0,0.2222,MID,Brentford,3,-0.053
G.Nunes,5.0,0,0,0,0,0,0.0,0.0,MID,Brentford,0,-0.053
Meghoma,4.0,0,0,0,0,0,0.0,0.0,DEF,Brentford,0,-0.053
Yogane,4.5,0,0,0,0,0,0.0,0.0,MID,Brentford,0,-0.053
Adingra,5.5,1,1,1,2,14,2.8,2.545,MID,Brighton,134,0.123
Baker-Boaitey,4.5,0,0,0,0,0,0.0,0.0,MID,Brighton,0,0.123
Baleba,5.0,3,0,0,0,7,1.8,1.4,MID,Brighton,258,0.123
Barco,4.0,0,0,0,0,0,0.0,0.0,DEF,Brighton,0,0.123
Cozier-Duberry,4.5,0,0,0,0,0,0.0,0.0,MID,Brighton,0,0.123
Dahoud,4.9,0,0,0,0,0,0.0,0.0,MID,Brighton,0,0.123
Dunk,4.6,5,0,0,0,16,3.2,3.478,DEF,Brighton,435,0.123
Enciso,5.4,0,0,0,0,3,1.0,0.5556,MID,Brighton,39,0.123
Estupiñan,5.0,1,0,0,0,2,1.0,0.4,DEF,Brighton,99,0.123
Ferguson,5.5,0,0,0,0,2,1.0,0.3636,FWD,Brighton,13,0.123
Gilmour,5.0,1,0,0,0,3,1.5,0.6,MID,Brighton,97,0.123
Gross,6.5,0,0,0,0,0,0.0,0.0,MID,Brighton,0,0.123
Hinshelwood,5.0,5,1,0,1,19,3.8,3.8,MID,Brighton,426,0.123
I.Osman,5.0,0,0,0,0,0,0.0,0.0,MID,Brighton,0,0.123
Igor,4.4,0,0,0,0,0,0.0,0.0,DEF,Brighton,0,0.123
João Pedro,5.6,3,2,0,2,19,4.8,3.393,FWD,Brighton,280,0.123
Kozlowski,4.5,0,0,0,0,0,0.0,0.0,MID,Brighton,0,0.123
Lamptey,4.5,0,0,0,0,0,0.0,0.0,DEF,Brighton,0,0.123
March,6.5,0,0,0,0,0,0.0,0.0,MID,Brighton,0,0.123
Mazilu,4.5,0,0,0,0,0,0.0,0.0,MID,Brighton,0,0.123
Milner,5.0,3,0,0,0,5,1.7,1.0,MID,Brighton,169,0.123
Minteh,5.5,4,0,2,2,13,2.6,2.364,MID,Brighton,300,0.123
Mitoma,6.7,5,1,2,3,24,4.8,3.582,MID,Brighton,441,0.123
Moder,4.4,0,0,0,0,0,0.0,0.0,MID,Brighton,0,0.123
O’Mahony,4.5,0,0,0,0,0,0.0,0.0,FWD,Brighton,0,0.123
Offiah,4.0,0,0,0,0,0,0.0,0.0,DEF,Brighton,0,0.123
Peupion,4.5,0,0,0,0,0,0.0,0.0,MID,Brighton,0,0.123
Sarmiento,4.9,0,0,0,0,1,1.0,0.2041,MID,Brighton,8,0.123
Steele,4.5,2,0,0,0,9,4.5,2.0,GK,Brighton,180,0.123
Undav,5.5,0,0,0,0,0,0.0,0.0,FWD,Brighton,0,0.123
Van Hecke,4.5,5,0,1,1,19,3.8,4.222,DEF,Brighton,450,0.123
Veltman,4.5,5,0,0,0,20,4.0,4.444,DEF,Brighton,431,0.123
Verbruggen,4.5,3,0,0,0,10,3.3,2.222,GK,Brighton,270,0.123
Webster,4.4,0,0,0,0,1,1.0,0.2273,DEF,Brighton,14,0.123
Welbeck,5.8,5,3,1,4,31,6.2,5.345,FWD,Brighton,426,0.123
Wieffer,4.9,1,0,1,1,7,3.5,1.429,MID,Brighton,118,0.123
Gruda,5.4,0,0,0,0,0,0.0,0.0,MID,Brighton,0,0.123
Ayari,5.0,1,0,0,0,7,1.8,1.4,MID,Brighton,165,0.123
Moran,5.0,0,0,0,0,0,0.0,0.0,MID,Brighton,0,0.123
Rushworth,4.0,0,0,0,0,0,0.0,0.0,GK,Brighton,0,0.123
Georginio,5.5,2,0,0,0,7,1.8,1.273,MID,Brighton,155,0.123
F.Kadıoğlu,4.5,0,0,0,0,1,1.0,0.2222,DEF,Brighton,23,0.123
O'Riley,5.5,0,0,0,0,0,0.0,0.0,MID,Brighton,0,0.123
Andrey Santos,4.5,0,0,0,0,0,0.0,0.0,MID,Chelsea,0,0.211
Ângelo,4.5,0,0,0,0,0,0.0,0.0,MID,Chelsea,0,0.211
B.Badiashile,4.4,0,0,0,0,0,0.0,0.0,DEF,Chelsea,0,0.211
Bergström,4.0,0,0,0,0,0,0.0,0.0,GK,Chelsea,0,0.211
Bettinelli,4.0,0,0,0,0,0,0.0,0.0,GK,Chelsea,0,0.211
Caicedo,4.9,5,0,1,1,14,2.8,2.857,MID,Chelsea,435,0.211
Casadei,4.5,0,0,0,0,0,0.0,0.0,MID,Chelsea,0,0.211
Chilwell,4.8,0,0,0,0,0,0.0,0.0,DEF,Chelsea,0,0.211
Chukwuemeka,4.9,0,0,0,0,0,0.0,0.0,MID,Chelsea,0,0.211
Colwill,4.5,5,0,0,0,16,3.2,3.556,DEF,Chelsea,450,0.211
Cucurella,5.0,5,0,0,0,14,2.8,2.8,DEF,Chelsea,431,0.211
D.D.Fofana,5.4,0,0,0,0,0,0.0,0.0,FWD,Chelsea,0,0.211
Deivid,5.0,0,0,0,0,0,0.0,0.0,FWD,Chelsea,0,0.211
Dewsbury-Hall,5.7,0,0,0,0,3,1.0,0.5263,MID,Chelsea,44,0.211
Disasi,4.4,1,0,0,0,7,3.5,1.591,DEF,Chelsea,94,0.211
Enzo,5.0,4,0,0,0,9,2.2,1.8,MID,Chelsea,353,0.211
Gallagher,5.9,0,0,0,0,0,0.0,0.0,MID,Chelsea,0,0.211
Gilchrist,4.0,0,0,0,0,0,0.0,0.0,DEF,Chelsea,0,0.211
Gusto,4.9,3,0,0,0,3,1.0,0.6122,DEF,Chelsea,253,0.211
James,5.0,0,0,0,0,0,0.0,0.0,DEF,Chelsea,0,0.211
Kellyman,4.5,0,0,0,0,0,0.0,0.0,MID,Chelsea,0,0.211
Lavia,4.5,1,0,0,0,2,2.0,0.4444,MID,Chelsea,65,0.211
Lukaku,6.3,0,0,0,0,0,0.0,0.0,FWD,Chelsea,0,0.211
M.Sarr,4.5,0,0,0,0,0,0.0,0.0,DEF,Chelsea,0,0.211
Madueke,6.6,4,3,0,3,28,7.0,4.242,MID,Chelsea,325,0.211
Marc Guiu,4.9,0,0,0,0,1,1.0,0.2041,FWD,Chelsea,24,0.211
Mudryk,6.3,1,0,0,0,2,1.0,0.3175,MID,Chelsea,61,0.211
N.Jackson,7.8,5,4,2,6,35,7.0,4.487,FWD,Chelsea,363,0.211
Nkunku,6.1,1,1,0,1,11,2.2,1.803,MID,Chelsea,105,0.211
Palmer,10.6,5,2,4,6,36,7.2,3.396,MID,Chelsea,415,0.211
Petrović,4.4,0,0,0,0,0,0.0,0.0,GK,Chelsea,0,0.211
Renato Veiga,4.5,1,0,0,0,4,1.3,0.8889,MID,Chelsea,107,0.211
Sánchez,4.7,5,0,0,0,30,6.0,6.383,GK,Chelsea,450,0.211
Tosin,4.4,1,0,0,0,7,3.5,1.591,DEF,Chelsea,118,0.211
W.Fofana,4.5,5,0,0,0,10,2.0,2.222,DEF,Chelsea,416,0.211
Sancho,6.3,1,0,2,2,7,3.5,1.111,MID,Chelsea,101,0.211
Neto,6.3,2,0,1,1,7,1.4,1.111,MID,Chelsea,212,0.211
Wiley,4.0,0,0,0,0,0,0.0,0.0,DEF,Chelsea,0,0.211
Jørgensen,4.3,0,0,0,0,0,0.0,0.0,GK,Chelsea,0,0.211
João Félix,6.3,0,1,0,1,8,2.0,1.27,MID,Chelsea,109,0.211
Nketiah,5.9,2,0,0,0,4,2.0,0.678,FWD,Crystal Palace,155,-0.132
Chalobah,4.4,0,0,0,0,0,0.0,0.0,DEF,Crystal Palace,0,-0.132
Ahamada,4.5,0,0,0,0,0,0.0,0.0,MID,Crystal Palace,0,-0.132
C.Doucouré,4.9,1,0,1,1,6,2.0,1.224,MID,Crystal Palace,91,-0.132
C.Richards,4.5,4,0,0,0,9,2.2,2.0,DEF,Crystal Palace,343,-0.132
Chadi Riad,4.4,1,0,0,0,1,1.0,0.2273,DEF,Crystal Palace,90,-0.132
Clyne,4.4,2,0,0,0,3,1.5,0.6818,DEF,Crystal Palace,153,-0.132
Ebiowei,4.5,0,0,0,0,0,0.0,0.0,MID,Crystal Palace,0,-0.132
Eze,6.9,5,1,0,1,19,3.8,2.754,MID,Crystal Palace,450,-0.132
Guéhi,4.4,5,0,0,0,10,2.0,2.273,DEF,Crystal Palace,450,-0.132
Henderson,4.5,5,0,0,0,17,3.4,3.778,GK,Crystal Palace,450,-0.132
Holding,4.4,0,0,0,0,0,0.0,0.0,DEF,Crystal Palace,0,-0.132
Hughes,4.9,2,0,0,0,3,0.8,0.6122,MID,Crystal Palace,201,-0.132
Kamada,5.3,3,0,0,0,8,1.6,1.509,MID,Crystal Palace,299,-0.132
Lerma,4.9,1,0,0,0,4,1.3,0.8163,MID,Crystal Palace,123,-0.132
Mateta,7.4,5,2,0,2,19,3.8,2.568,FWD,Crystal Palace,338,-0.132
M.França,4.4,0,0,0,0,0,0.0,0.0,MID,Crystal Palace,0,-0.132
Matthews,4.0,0,0,0,0,0,0.0,0.0,GK,Crystal Palace,0,-0.132
Mitchell,4.9,5,0,1,1,14,2.8,2.857,DEF,Crystal Palace,448,-0.132
Muñoz,4.9,5,0,1,1,13,2.6,2.653,DEF,Crystal Palace,440,-0.132
Ozoh,4.5,0,0,0,0,0,0.0,0.0,MID,Crystal Palace,0,-0.132
Rak-Sakyi,4.5,0,0,0,0,0,0.0,0.0,MID,Crystal Palace,0,-0.132
Schlupp,4.8,0,0,0,0,4,1.0,0.8333,MID,Crystal Palace,13,-0.132
Ward,4.4,0,0,0,0,0,0.0,0.0,DEF,Crystal Palace,0,-0.132
Wharton,4.9,5,0,0,0,9,1.8,1.837,MID,Crystal Palace,388,-0.132
Turner,4.0,0,0,0,0,0,0.0,0.0,GK,Crystal Palace,0,-0.132
I.Sarr,5.8,0,0,1,1,8,1.6,1.379,MID,Crystal Palace,100,-0.132
Umeh-Chibueze,4.5,0,0,0,0,0,0.0,0.0,MID,Crystal Palace,0,-0.132
Devenny,4.5,0,0,0,0,0,0.0,0.0,MID,Crystal Palace,0,-0.132
Agbinone,4.5,0,0,0,0,0,0.0,0.0,MID,Crystal Palace,0,-0.132
Rodney,4.5,0,0,0,0,0,0.0,0.0,MID,Crystal Palace,0,-0.132
Lacroix,4.5,2,0,0,0,6,3.0,1.333,DEF,Crystal Palace,180,-0.132
Broja,5.4,0,0,0,0,0,0.0,0.0,FWD,Everton,0,-0.272
A.Doucoure,5.2,3,0,0,0,6,1.5,1.154,MID,Everton,215,-0.272
Beto,5.0,0,0,0,0,4,1.0,0.8,FWD,Everton,43,-0.272
Branthwaite,4.8,0,0,0,0,0,0.0,0.0,DEF,Everton,0,-0.272
Calvert-Lewin,6.0,5,2,1,3,24,4.8,4.0,FWD,Everton,413,-0.272
Coleman,4.4,1,0,0,0,1,1.0,0.2273,DEF,Everton,90,-0.272
Gana,4.9,4,0,0,0,8,2.0,1.633,MID,Everton,333,-0.272
Garner,5.0,1,0,0,0,3,1.5,0.6,MID,Everton,154,-0.272
Harrison,5.3,4,0,0,0,8,1.6,1.509,MID,Everton,322,-0.272
Holgate,4.0,0,0,0,0,1,1.0,0.25,DEF,Everton,5,-0.272
Iroegbunam,4.5,4,0,0,0,7,1.4,1.556,MID,Everton,359,-0.272
J.Virginia,4.0,0,0,0,0,0,0.0,0.0,GK,Everton,0,-0.272
Keane,4.0,5,1,0,1,9,1.8,2.25,DEF,Everton,450,-0.272
Maupay,4.9,0,0,0,0,0,0.0,0.0,FWD,Everton,0,-0.272
McNeil,5.5,5,1,2,3,24,4.8,4.364,MID,Everton,450,-0.272
Mykolenko,4.3,4,0,0,0,3,0.8,0.6977,DEF,Everton,295,-0.272
Ndiaye,5.4,3,1,0,1,13,2.6,2.407,FWD,Everton,302,-0.272
Patterson,4.4,0,0,0,0,0,0.0,0.0,DEF,Everton,0,-0.272
Pickford,4.8,5,0,0,0,8,1.6,1.667,GK,Everton,450,-0.272
Tarkowski,4.8,5,0,0,0,4,0.8,0.8333,DEF,Everton,450,-0.272
Y. Chermiti,4.9,0,0,0,0,0,0.0,0.0,FWD,Everton,0,-0.272
Young,4.5,3,0,1,1,4,1.3,0.8889,DEF,Everton,245,-0.272
Lindstrøm,5.3,1,0,0,0,5,1.7,0.9434,MID,Everton,102,-0.272
O'Brien,4.8,0,0,0,0,0,0.0,0.0,DEF,Everton,26,-0.272
Armstrong,4.5,0,0,0,0,1,1.0,0.2222,MID,Everton,1,-0.272
Metcalfe,4.5,0,0,0,0,0,0.0,0.0,MID,Everton,0,-0.272
Begovic,4.0,0,0,0,0,0,0.0,0.0,GK,Everton,0,-0.272
Dixon,4.0,1,0,0,0,0,0.0,0.0,DEF,Everton,90,-0.272
Mangala,5.0,1,0,0,0,3,1.5,0.6,MID,Everton,116,-0.272
Nelson,5.0,0,1,0,1,8,2.7,1.6,MID,Fulham,42,0.114
Smith Rowe,5.8,5,2,1,3,30,6.0,5.172,MID,Fulham,357,0.114
Andersen,4.4,3,0,0,0,4,1.3,0.9091,DEF,Fulham,270,0.114
Adama,5.1,5,1,2,3,23,4.6,4.51,MID,Fulham,398,0.114
Andreas,5.3,5,0,0,0,9,1.8,1.698,MID,Fulham,412,0.114
Bassey,4.5,5,0,0,0,9,1.8,2.0,DEF,Fulham,450,0.114
Benda,4.0,0,0,0,0,0,0.0,0.0,GK,Fulham,0,0.114
Cairney,4.9,0,0,0,0,2,0.5,0.4082,MID,Fulham,67,0.114
Castagne,4.3,0,0,0,0,0,0.0,0.0,DEF,Fulham,0,0.114
Diop,4.5,3,0,0,0,7,1.8,1.556,DEF,Fulham,276,0.114
Harris,4.5,0,0,0,0,0,0.0,0.0,MID,Fulham,0,0.114
Iwobi,5.5,5,1,1,2,22,4.4,4.0,MID,Fulham,421,0.114
Leno,5.0,5,0,0,0,13,2.6,2.6,GK,Fulham,450,0.114
Lukić,5.0,5,0,0,0,7,1.4,1.4,MID,Fulham,376,0.114
Mbabu,4.0,0,0,0,0,0,0.0,0.0,DEF,Fulham,0,0.114
Muniz,5.9,3,0,1,1,11,2.2,1.864,FWD,Fulham,267,0.114
Raúl,5.5,2,2,0,2,18,3.6,3.273,FWD,Fulham,178,0.114
Ream,4.5,0,0,0,0,0,0.0,0.0,DEF,Fulham,0,0.114
Reed,4.9,0,0,0,0,4,0.8,0.8163,MID,Fulham,35,0.114
Robinson,4.7,5,0,2,2,17,3.4,3.617,DEF,Fulham,450,0.114
Stansfield,5.0,0,0,0,0,1,1.0,0.2,FWD,Fulham,1,0.114
Tete,4.5,5,0,0,0,9,1.8,2.0,DEF,Fulham,450,0.114
Vinicius,5.0,0,0,0,0,0,0.0,0.0,FWD,Fulham,0,0.114
Wilson,5.3,0,0,0,0,2,0.7,0.3774,MID,Fulham,36,0.114
Sessegnon,4.3,0,0,0,0,0,0.0,0.0,DEF,Fulham,0,0.114
J.Cuenca,4.4,0,0,0,0,0,0.0,0.0,DEF,Fulham,0,0.114
King,4.5,0,0,0,0,0,0.0,0.0,MID,Fulham,0,0.114
Godo,4.5,0,0,0,0,0,0.0,0.0,MID,Fulham,0,0.114
Berge,5.0,0,0,0,0,3,1.0,0.6,MID,Fulham,87,0.114
Al-Hamadi,4.9,0,0,0,0,1,0.3,0.2041,FWD,Ipswich,32,-0.246
Baggott,4.0,0,0,0,0,0,0.0,0.0,DEF,Ipswich,0,-0.246
Broadhead,4.9,0,0,0,0,0,0.0,0.0,MID,Ipswich,0,-0.246
Burgess,4.0,0,0,0,0,0,0.0,0.0,DEF,Ipswich,0,-0.246
Burns,4.9,3,0,0,0,3,1.0,0.6122,MID,Ipswich,187,-0.246
Chaplin,5.3,1,0,0,0,6,1.2,1.132,MID,Ipswich,89,-0.246
H.Clarke,4.0,0,0,0,0,0,0.0,0.0,DEF,Ipswich,0,-0.246
Davis,4.5,5,0,1,1,16,3.2,3.556,DEF,Ipswich,450,-0.246
Delap,5.5,5,1,0,1,13,2.6,2.364,FWD,Ipswich,365,-0.246
Edmundson,4.0,0,0,0,0,1,1.0,0.25,DEF,Ipswich,1,-0.246
Greaves,4.0,5,0,0,0,11,2.2,2.75,DEF,Ipswich,450,-0.246
Harness,4.9,0,0,0,0,2,1.0,0.4082,MID,Ipswich,43,-0.246
Hirst,5.4,0,0,0,0,2,1.0,0.3704,FWD,Ipswich,48,-0.246
Humphreys,4.5,0,0,0,0,0,0.0,0.0,MID,Ipswich,0,-0.246
