name,price,games_played,goals,assists,goal_contributions,total_points,points_per_game,roi,position,team,minutes,FDR_Average
Hutchinson,5.4,5,0,0,0,8,1.6,1.481,MID,Ipswich,442,-0.246
Johnson,4.0,1,0,1,1,4,1.3,1.0,DEF,Ipswich,131,-0.246
Ladapo,4.5,0,0,0,0,0,0.0,0.0,FWD,Ipswich,0,-0.246
Luongo,4.5,2,0,0,0,5,1.7,1.111,MID,Ipswich,141,-0.246
Morsy,4.9,5,1,0,1,15,3.0,3.061,MID,Ipswich,443,-0.246
Ndaba,4.0,0,0,0,0,0,0.0,0.0,DEF,Ipswich,0,-0.246
Slicker,4.0,0,0,0,0,0,0.0,0.0,GK,Ipswich,0,-0.246
Taylor,4.9,0,0,0,0,2,0.7,0.4082,MID,Ipswich,72,-0.246
Tuanzebe,4.0,5,0,0,0,11,2.2,2.75,DEF,Ipswich,422,-0.246
Walton,4.4,1,0,0,0,2,2.0,0.4545,GK,Ipswich,90,-0.246
Woolfenden,4.0,3,0,0,0,2,0.7,0.5,DEF,Ipswich,270,-0.246
Phillips,5.0,2,0,0,0,4,2.0,0.8,MID,Ipswich,159,-0.246
Muric,4.4,4,0,0,0,16,4.0,3.636,GK,Ipswich,360,-0.246
Townsend,4.0,0,0,0,0,0,0.0,0.0,DEF,Ipswich,0,-0.246
Szmodics,6.0,4,1,0,1,12,2.4,2.0,MID,Ipswich,285,-0.246
Cajuste,4.5,1,0,0,0,3,1.5,0.6667,MID,Ipswich,80,-0.246
O'Shea,4.0,2,0,0,0,8,4.0,2.0,DEF,Ipswich,180,-0.246
J.Clarke,5.5,0,0,0,0,3,1.0,0.5455,MID,Ipswich,69,-0.246
Ogbene,5.0,1,0,0,0,3,1.5,0.6,MID,Ipswich,118,-0.246
Buonanotte,5.0,2,1,1,2,13,3.2,2.6,MID,Leicester,204,-0.14
J.Ayew,5.3,3,0,0,0,6,1.2,1.132,MID,Leicester,285,-0.14
Edouard,5.4,1,0,0,0,4,1.3,0.7407,FWD,Leicester,122,-0.14
B.Soumaré,4.5,0,0,0,0,1,1.0,0.2222,MID,Leicester,11,-0.14
Cannon,4.5,0,0,0,0,0,0.0,0.0,FWD,Leicester,0,-0.14
Choudhury,4.4,0,0,0,0,1,1.0,0.2273,MID,Leicester,14,-0.14
Coady,4.0,0,0,0,0,0,0.0,0.0,DEF,Leicester,7,-0.14
Daka,4.9,0,0,0,0,0,0.0,0.0,FWD,Leicester,0,-0.14
De Cordova-Reid,5.3,2,0,0,0,5,1.7,0.9434,MID,Leicester,148,-0.14
Faes,4.1,5,1,0,1,12,2.4,2.927,DEF,Leicester,450,-0.14
Golding,4.5,0,0,0,0,0,0.0,0.0,MID,Leicester,0,-0.14
Hermansen,4.5,5,0,0,0,11,2.2,2.444,GK,Leicester,450,-0.14
Iversen,4.0,0,0,0,0,0,0.0,0.0,GK,Leicester,0,-0.14
Justin,4.5,5,0,0,0,7,1.4,1.556,DEF,Leicester,450,-0.14
Kristiansen,4.5,5,0,0,0,6,1.2,1.333,DEF,Leicester,444,-0.14
Marcal,4.5,0,0,0,0,0,0.0,0.0,MID,Leicester,0,-0.14
Mavididi,5.3,2,2,0,2,20,4.0,3.774,MID,Leicester,213,-0.14
McAteer,4.9,0,0,0,0,3,1.0,0.6122,MID,Leicester,10,-0.14
Ndidi,5.0,5,0,3,3,19,3.8,3.8,MID,Leicester,433,-0.14
Okoli,4.0,3,0,0,0,3,1.0,0.75,DEF,Leicester,270,-0.14
Ricardo,4.3,0,0,0,0,0,0.0,0.0,DEF,Leicester,0,-0.14
Souttar,4.0,0,0,0,0,0,0.0,0.0,DEF,Leicester,0,-0.14
Stolarczyk,4.0,0,0,0,0,0,0.0,0.0,GK,Leicester,0,-0.14
Thomas,4.0,0,0,0,0,0,0.0,0.0,DEF,Leicester,0,-0.14
Vardy,5.7,5,2,0,2,21,4.2,3.684,FWD,Leicester,410,-0.14
Vestergaard,4.0,2,0,0,0,2,1.0,0.5,DEF,Leicester,180,-0.14
Ward,4.0,0,0,0,0,0,0.0,0.0,GK,Leicester,0,-0.14
Winks,4.5,5,0,0,0,9,1.8,2.0,MID,Leicester,450,-0.14
Skipp,4.9,2,0,0,0,4,1.3,0.8163,MID,Leicester,176,-0.14
A.Fatawu,5.5,3,0,1,1,14,2.8,2.545,MID,Leicester,266,-0.14
Alves,4.5,0,0,0,0,0,0.0,0.0,MID,Leicester,0,-0.14
Nelson,4.0,0,0,0,0,0,0.0,0.0,DEF,Leicester,0,-0.14
El Khannouss,5.0,1,0,0,0,2,1.0,0.4,MID,Leicester,77,-0.14
A.Becker,5.5,4,0,0,0,23,5.8,4.182,GK,Liverpool,360,0.263
Alexander-Arnold,7.1,5,0,1,1,32,6.4,4.507,DEF,Liverpool,402,0.263
Bajcetic,4.5,0,0,0,0,0,0.0,0.0,MID,Liverpool,0,0.263
Bradley,4.8,0,0,0,0,4,1.0,0.8333,DEF,Liverpool,75,0.263
Clark,4.5,0,0,0,0,0,0.0,0.0,MID,Liverpool,0,0.263
Darwin,7.2,1,1,0,1,9,2.2,1.25,FWD,Liverpool,133,0.263
Diogo J.,7.5,4,1,1,2,18,4.5,2.4,MID,Liverpool,283,0.263
Doak,4.5,0,0,0,0,0,0.0,0.0,MID,Liverpool,0,0.263
Elliott,5.2,0,0,0,0,1,1.0,0.1923,MID,Liverpool,7,0.263
Endo,4.8,0,0,0,0,1,1.0,0.2083,MID,Liverpool,1,0.263
Gakpo,7.2,0,0,0,0,4,0.8,0.5556,FWD,Liverpool,100,0.263
Gomez,4.8,0,0,0,0,0,0.0,0.0,DEF,Liverpool,0,0.263
Gravenberch,5.0,5,0,0,0,12,2.4,2.4,MID,Liverpool,450,0.263
Jones,5.3,0,0,0,0,2,1.0,0.3774,MID,Liverpool,44,0.263
Kelleher,4.4,1,0,0,0,9,9.0,2.045,GK,Liverpool,90,0.263
Konaté,5.1,4,0,1,1,24,4.8,4.706,DEF,Liverpool,389,0.263
Luis Díaz,8.0,5,5,1,6,51,10.2,6.375,MID,Liverpool,357,0.263
M.Salah,12.8,5,3,4,7,49,9.8,3.828,MID,Liverpool,442,0.263
Mac Allister,6.3,5,0,0,0,13,2.6,2.063,MID,Liverpool,419,0.263
McConnell,4.5,0,0,0,0,0,0.0,0.0,MID,Liverpool,0,0.263
Morton,4.5,0,0,0,0,0,0.0,0.0,MID,Liverpool,0,0.263
N.Phillips,4.0,0,0,0,0,0,0.0,0.0,DEF,Liverpool,0,0.263
Quansah,4.1,1,0,0,0,1,1.0,0.2439,DEF,Liverpool,45,0.263
R.Williams,4.0,0,0,0,0,0,0.0,0.0,DEF,Liverpool,0,0.263
Robertson,6.0,5,0,0,0,25,5.0,4.167,DEF,Liverpool,414,0.263
Szoboszlai,6.5,5,0,2,2,19,3.8,2.923,MID,Liverpool,420,0.263
Tsimikas,4.7,0,0,0,0,3,1.0,0.6383,DEF,Liverpool,33,0.263
Virgil,6.0,5,0,0,0,26,5.2,4.333,DEF,Liverpool,450,0.263
Chiesa,7.0,0,0,0,0,1,1.0,0.1429,MID,Liverpool,18,0.263
Jaros,4.0,0,0,0,0,0,0.0,0.0,GK,Liverpool,0,0.263
Akanji,5.5,5,0,0,0,12,2.4,2.182,DEF,Man City,450,0.272
Aké,5.3,0,0,0,0,1,1.0,0.1887,DEF,Man City,2,0.272
Bernardo,6.5,4,0,2,2,17,3.4,2.615,MID,Man City,366,0.272
Bobb,4.8,0,0,0,0,0,0.0,0.0,MID,Man City,0,0.272
Carson,4.0,0,0,0,0,0,0.0,0.0,GK,Man City,0,0.272
De Bruyne,9.5,4,1,1,2,18,4.5,1.895,MID,Man City,356,0.272
Doku,6.4,4,0,0,0,9,2.2,1.406,MID,Man City,296,0.272
Ederson M.,5.5,5,0,1,1,19,3.8,3.455,GK,Man City,450,0.272
Foden,9.3,0,0,0,0,2,1.0,0.2151,MID,Man City,65,0.272
Grealish,6.4,2,0,0,0,5,1.2,0.7812,MID,Man City,185,0.272
Gvardiol,5.9,4,0,0,0,13,2.6,2.203,DEF,Man City,402,0.272
Haaland,15.3,5,10,0,10,63,12.6,4.118,FWD,Man City,449,0.272
J.Alvarez,7.0,0,0,0,0,0,0.0,0.0,FWD,Man City,0,0.272
João Cancelo,5.3,0,0,0,0,0,0.0,0.0,DEF,Man City,0,0.272
Kovačić,5.5,4,1,1,2,20,4.0,3.636,MID,Man City,343,0.272
Lewis,4.7,4,0,1,1,15,3.8,3.191,DEF,Man City,315,0.272
Matheus N.,4.9,0,0,1,1,6,2.0,1.224,MID,Man City,20,0.272
McAtee,4.8,0,0,0,0,1,1.0,0.2083,MID,Man City,1,0.272
Ortega Moreno,5.3,0,0,0,0,0,0.0,0.0,GK,Man City,0,0.272
Rodrigo,6.4,1,0,0,0,2,1.0,0.3125,MID,Man City,65,0.272
Rúben,5.5,4,0,0,0,8,1.6,1.455,DEF,Man City,366,0.272
Stones,5.4,1,1,0,1,9,3.0,1.667,DEF,Man City,135,0.272
Walker,5.3,2,0,0,0,4,1.3,0.7547,DEF,Man City,169,0.272
Sávio,6.5,4,0,3,3,18,4.5,2.769,MID,Man City,282,0.272
O’Reilly,5.0,0,0,0,0,0,0.0,0.0,MID,Man City,0,0.272
Gündogan,6.5,2,0,0,0,6,1.5,0.9231,MID,Man City,221,0.272
Kaboré,4.5,0,0,0,0,0,0.0,0.0,DEF,Man City,0,0.272
Amad,5.0,4,1,1,2,19,3.8,3.8,MID,Man Utd,335,0.018
Antony,5.8,0,0,0,0,1,1.0,0.1724,MID,Man Utd,1,0.018
B.Fernandes,8.3,5,0,1,1,15,3.0,1.807,MID,Man Utd,438,0.018
Bayindir,4.4,0,0,0,0,0,0.0,0.0,GK,Man Utd,0,0.018
Casemiro,4.9,3,0,0,0,7,1.8,1.429,MID,Man Utd,228,0.018
Dalot,5.0,5,0,1,1,29,5.8,5.8,DEF,Man Utd,450,0.018
Eriksen,5.4,2,0,0,0,6,2.0,1.111,MID,Man Utd,151,0.018
Evans,4.4,0,0,0,0,2,1.0,0.4545,DEF,Man Utd,22,0.018
Garnacho,6.3,2,1,1,2,15,3.0,2.381,MID,Man Utd,229,0.018
Hannibal,4.5,0,0,0,0,0,0.0,0.0,MID,Man Utd,0,0.018
Heaton,4.0,0,0,0,0,0,0.0,0.0,GK,Man Utd,0,0.018
Højlund,6.9,0,0,0,0,1,1.0,0.1449,FWD,Man Utd,14,0.018
Lindelof,4.3,0,0,0,0,0,0.0,0.0,DEF,Man Utd,0,0.018
Maguire,4.9,2,0,0,0,8,2.0,1.633,DEF,Man Utd,195,0.018
Mainoo,5.3,5,0,0,0,10,2.0,1.887,MID,Man Utd,443,0.018
Malacia,4.4,0,0,0,0,0,0.0,0.0,DEF,Man Utd,0,0.018
Martinez,4.5,5,0,0,0,19,3.8,4.222,DEF,Man Utd,436,0.018
McTominay,4.9,0,0,0,0,2,1.0,0.4082,MID,Man Utd,17,0.018
Mount,6.3,2,0,0,0,3,1.5,0.4762,MID,Man Utd,105,0.018
Onana,5.0,5,0,0,0,30,6.0,6.0,GK,Man Utd,450,0.018
Pellistri,5.0,0,0,0,0,0,0.0,0.0,MID,Man Utd,0,0.018
Rashford,6.9,4,1,0,1,16,3.2,2.319,MID,Man Utd,345,0.018
Shaw,4.9,0,0,0,0,0,0.0,0.0,DEF,Man Utd,0,0.018
Zirkzee,6.9,3,1,0,1,14,2.8,2.029,FWD,Man Utd,309,0.018
Yoro,4.4,0,0,0,0,0,0.0,0.0,DEF,Man Utd,0,0.018
De Ligt,5.0,3,1,0,1,23,4.6,4.6,DEF,Man Utd,264,0.018
Mazraoui,4.6,5,0,1,1,25,5.0,5.435,DEF,Man Utd,423,0.018
Collyer,4.5,0,0,0,0,1,1.0,0.2222,MID,Man Utd,45,0.018
Wheatley,4.5,0,0,0,0,0,0.0,0.0,FWD,Man Utd,0,0.018
Ugarte,5.0,0,0,0,0,2,1.0,0.4,MID,Man Utd,31,0.018
A.Murphy,4.0,0,0,0,0,0,0.0,0.0,DEF,Newcastle,0,0.246
Almirón,5.7,0,0,0,0,2,1.0,0.3509,MID,Newcastle,2,0.246
Barnes,6.5,2,3,1,4,33,6.6,5.077,MID,Newcastle,247,0.246
Botman,4.4,0,0,0,0,0,0.0,0.0,DEF,Newcastle,0,0.246
Bruno G.,6.3,5,0,1,1,15,3.0,2.381,MID,Newcastle,446,0.246
Burn,4.5,5,0,0,0,8,1.6,1.778,DEF,Newcastle,450,0.246
Dúbravka,4.3,0,0,0,0,0,0.0,0.0,GK,Newcastle,0,0.246
Gordon,7.3,5,1,0,1,19,3.8,2.603,MID,Newcastle,419,0.246
Hall,4.3,2,0,0,0,10,2.0,2.326,DEF,Newcastle,247,0.246
Hayden,4.5,0,0,0,0,0,0.0,0.0,MID,Newcastle,0,0.246
Isak,8.3,5,1,1,2,19,3.8,2.289,FWD,Newcastle,405,0.246
J.Murphy,5.2,3,0,2,2,11,2.2,2.115,MID,Newcastle,250,0.246
Joelinton,6.0,5,1,0,1,15,3.0,2.5,MID,Newcastle,388,0.246
Kelly,4.5,3,0,1,1,8,1.6,1.778,DEF,Newcastle,203,0.246
Krafth,4.5,2,0,0,0,10,3.3,2.222,DEF,Newcastle,240,0.246
Kuol,4.5,0,0,0,0,0,0.0,0.0,MID,Newcastle,0,0.246
Lascelles,4.5,0,0,0,0,0,0.0,0.0,DEF,Newcastle,0,0.246
Lewis,4.0,0,0,0,0,0,0.0,0.0,DEF,Newcastle,0,0.246
Livramento,4.5,4,0,0,0,13,2.6,2.889,DEF,Newcastle,316,0.246
Longstaff,4.8,4,0,0,0,7,1.8,1.458,MID,Newcastle,271,0.246
Miley,5.0,0,0,0,0,0,0.0,0.0,MID,Newcastle,0,0.246
Odysseas,4.4,0,0,0,0,0,0.0,0.0,GK,Newcastle,0,0.246
Pope,5.0,5,0,0,0,22,4.4,4.4,GK,Newcastle,450,0.246
Ruddy,4.0,0,0,0,0,0,0.0,0.0,GK,Newcastle,0,0.246
Schär,5.4,3,1,0,1,7,2.3,1.296,DEF,Newcastle,207,0.246
Targett,4.0,0,0,0,0,0,0.0,0.0,DEF,Newcastle,0,0.246
Tonali,5.5,0,0,0,0,3,1.0,0.5455,MID,Newcastle,83,0.246
Trippier,5.7,1,0,0,0,3,1.0,0.5263,DEF,Newcastle,131,0.246
White,4.5,0,0,0,0,0,0.0,0.0,MID,Newcastle,0,0.246
Willock,4.8,1,0,1,1,6,2.0,1.25,MID,Newcastle,110,0.246
Wilson,6.9,0,0,0,0,0,0.0,0.0,FWD,Newcastle,0,0.246
Pivas,4.0,0,0,0,0,0,0.0,0.0,DEF,Newcastle,0,0.246
Osula,5.0,0,0,0,0,1,1.0,0.2,FWD,Newcastle,7,0.246
Alex Moreno,4.4,2,0,0,0,6,3.0,1.364,DEF,Nott'm Forest,124,0.149
Aina,4.5,5,0,0,0,20,4.0,4.444,DEF,Nott'm Forest,413,0.149
Anderson,5.0,4,0,1,1,14,2.8,2.8,MID,Nott'm Forest,300,0.149
Awoniyi,5.7,0,0,0,0,3,1.0,0.5263,FWD,Nott'm Forest,34,0.149
Boly,4.4,1,0,0,0,3,1.5,0.6818,DEF,Nott'm Forest,91,0.149
Bowler,4.5,0,0,0,0,0,0.0,0.0,MID,Nott'm Forest,0,0.149
C.Miguel,4.3,0,0,0,0,0,0.0,0.0,GK,Nott'm Forest,0,0.149
Da Silva Moreira,4.5,0,0,0,0,0,0.0,0.0,MID,Nott'm Forest,0,0.149
Danilo,4.8,1,0,0,0,1,1.0,0.2083,MID,Nott'm Forest,14,0.149
Dennis,4.9,0,0,0,0,0,0.0,0.0,FWD,Nott'm Forest,0,0.149
Dominguez,4.9,1,0,0,0,2,0.7,0.4082,MID,Nott'm Forest,104,0.149
Elanga,5.3,4,0,1,1,10,2.0,1.887,MID,Nott'm Forest,307,0.149
Gibbs-White,6.3,5,1,0,1,15,3.0,2.381,MID,Nott'm Forest,432,0.149
Hudson-Odoi,5.4,4,1,1,2,19,3.8,3.519,MID,Nott'm Forest,366,0.149
Mighten,4.5,0,0,0,0,0,0.0,0.0,MID,Nott'm Forest,0,0.149
Murillo,4.5,5,0,0,0,18,3.6,4.0,DEF,Nott'm Forest,450,0.149
N.Williams,4.5,3,0,0,0,10,2.0,2.222,DEF,Nott'm Forest,325,0.149
O.Richards,4.5,0,0,0,0,0,0.0,0.0,DEF,Nott'm Forest,0,0.149
O'Brien,5.0,0,0,0,0,0,0.0,0.0,MID,Nott'm Forest,0,0.149
Omobamidele,4.4,0,0,0,0,0,0.0,0.0,DEF,Nott'm Forest,0,0.149
Panzo,4.0,0,0,0,0,0,0.0,0.0,DEF,Nott'm Forest,0,0.149
Sangaré,4.5,3,0,0,0,4,1.3,0.8889,MID,Nott'm Forest,212,0.149
Sels,4.5,5,0,0,0,21,4.2,4.667,GK,Nott'm Forest,450,0.149
Toffolo,4.4,0,0,0,0,1,1.0,0.2273,DEF,Nott'm Forest,36,0.149
Ui-jo,4.5,0,0,0,0,0,0.0,0.0,FWD,Nott'm Forest,0,0.149
Wood,6.2,5,3,0,3,29,5.8,4.677,FWD,Nott'm Forest,386,0.149
Worrall,4.5,0,0,0,0,0,0.0,0.0,DEF,Nott'm Forest,0,0.149
Yates,5.0,1,0,1,1,12,2.4,2.4,MID,Nott'm Forest,266,0.149
Ward-Prowse,6.3,2,0,0,0,5,1.7,0.7937,MID,Nott'm Forest,151,0.149
Milenković,4.5,4,0,0,0,15,3.8,3.333,DEF,Nott'm Forest,360,0.149
Jota Silva,5.9,0,0,1,1,6,1.5,1.017,MID,Nott'm Forest,56,0.149
Sosa,5.5,0,1,0,1,7,3.5,1.273,MID,Nott'm Forest,41,0.149
Morato,4.5,0,0,0,0,2,1.0,0.4444,DEF,Nott'm Forest,27,0.149
Ramsdale,4.4,3,0,0,0,8,2.7,1.818,GK,Southampton,270,-0.263
Archer,5.0,2,0,0,0,4,0.8,0.8,FWD,Southampton,201,-0.263
Ugochukwu,4.5,1,0,0,0,3,1.5,0.6667,MID,Southampton,94,-0.263
Fraser,4.9,1,0,0,0,2,1.0,0.4082,MID,Southampton,84,-0.263
Alcaraz,4.9,0,0,0,0,1,1.0,0.2041,MID,Southampton,9,-0.263
Amo-Ameyaw,4.5,0,0,0,0,1,1.0,0.2222,MID,Southampton,9,-0.263
Aribo,4.9,3,0,0,0,7,1.8,1.429,MID,Southampton,226,-0.263
Armstrong,5.3,3,0,0,0,5,1.2,0.9434,FWD,Southampton,213,-0.263
Bazunu,4.4,0,0,0,0,0,0.0,0.0,GK,Southampton,0,-0.263
Bednarek,4.0,5,0,0,0,7,1.4,1.75,DEF,Southampton,440,-0.263
Bella-Kotchap,4.0,0,0,0,0,0,0.0,0.0,DEF,Southampton,0,-0.263
Bree,4.0,0,0,0,0,0,0.0,0.0,DEF,Southampton,0,-0.263
Charles,4.5,0,0,0,0,0,0.0,0.0,MID,Southampton,0,-0.263
Edozie,4.9,0,0,0,0,1,0.5,0.2041,MID,Southampton,64,-0.263
Edwards,4.0,0,0,0,0,0,0.0,0.0,DEF,Southampton,0,-0.263
Harwood-Bellis,4.0,4,0,0,0,6,1.2,1.5,DEF,Southampton,319,-0.263
Kamaldeen,5.0,0,0,0,0,0,0.0,0.0,MID,Southampton,0,-0.263
Lallana,5.0,1,0,2,2,9,3.0,1.8,MID,Southampton,93,-0.263
Larios,4.0,0,0,0,0,0,0.0,0.0,DEF,Southampton,0,-0.263
Lis,4.0,0,0,0,0,0,0.0,0.0,GK,Southampton,0,-0.263
Lumley,4.0,0,0,0,0,0,0.0,0.0,GK,Southampton,0,-0.263
Manning,4.4,0,0,0,0,0,0.0,0.0,DEF,Southampton,0,-0.263
Mara,5.0,0,0,0,0,0,0.0,0.0,FWD,Southampton,0,-0.263
McCarthy,4.5,2,0,0,0,6,3.0,1.333,GK,Southampton,180,-0.263
Onuachu,4.9,0,0,0,0,0,0.0,0.0,FWD,Southampton,0,-0.263
Smallbone,5.0,3,0,0,0,5,1.7,1.0,MID,Southampton,218,-0.263
Stephens,4.0,4,0,0,0,2,0.5,0.5,DEF,Southampton,348,-0.263
Stewart,4.6,0,0,0,0,1,0.5,0.2174,FWD,Southampton,59,-0.263
Sugawara,4.5,5,1,0,1,13,2.6,2.889,DEF,Southampton,386,-0.263
Taylor,4.0,1,0,0,0,2,1.0,0.5,DEF,Southampton,104,-0.263
Walker-Peters,4.5,4,0,0,0,6,1.5,1.333,DEF,Southampton,350,-0.263
Wood,4.0,0,0,0,0,0,0.0,0.0,DEF,Southampton,0,-0.263
Cornet,4.9,0,0,0,0,0,0.0,0.0,MID,Southampton,26,-0.263
Downes,4.9,5,0,0,0,8,1.6,1.633,MID,Southampton,450,-0.263
Brereton Díaz,5.3,4,0,0,0,8,1.6,1.509,MID,Southampton,344,-0.263
Dibling,4.5,2,1,0,1,16,3.2,3.556,MID,Southampton,203,-0.263
M.Fernandes,5.0,2,0,0,0,7,1.8,1.4,MID,Southampton,229,-0.263
Solanke,7.5,3,1,0,1,10,3.3,1.333,FWD,Spurs,267,0.035
A.Phillips,4.0,0,0,0,0,0,0.0,0.0,DEF,Spurs,0,0.035
Austin,4.0,0,0,0,0,0,0.0,0.0,GK,Spurs,0,0.035
Bentancur,5.0,3,0,0,0,4,1.0,0.8,MID,Spurs,214,0.035
Bergvall,4.5,0,0,0,0,4,1.0,0.8889,MID,Spurs,33,0.035
Bissouma,4.9,2,1,0,1,10,3.3,2.041,MID,Spurs,179,0.035
Bryan,5.0,0,0,0,0,0,0.0,0.0,MID,Spurs,0,0.035
Davies,4.4,0,0,0,0,0,0.0,0.0,DEF,Spurs,0,0.035
Devine,4.5,0,0,0,0,0,0.0,0.0,MID,Spurs,0,0.035
Dragusin,4.4,1,0,0,0,1,1.0,0.2273,DEF,Spurs,90,0.035
E.Royal,4.5,0,0,0,0,0,0.0,0.0,DEF,Spurs,0,0.035
Forster,4.4,0,0,0,0,0,0.0,0.0,GK,Spurs,0,0.035
Gray,4.8,0,0,0,0,3,1.0,0.625,MID,Spurs,32,0.035
Højbjerg,5.0,0,0,0,0,0,0.0,0.0,MID,Spurs,0,0.035
Johnson,6.4,4,1,1,2,18,3.6,2.812,MID,Spurs,348,0.035
Kulusevski,6.3,4,0,1,1,12,2.4,1.905,MID,Spurs,347,0.035
Lo Celso,4.9,0,0,0,0,0,0.0,0.0,MID,Spurs,0,0.035
Maddison,7.5,5,1,3,4,26,5.2,3.467,MID,Spurs,403,0.035
Pedro Porro,5.6,5,1,0,1,20,4.0,3.571,DEF,Spurs,447,0.035
Reguilón,4.3,0,0,0,0,0,0.0,0.0,DEF,Spurs,0,0.035
Richarlison,6.9,0,0,0,0,2,1.0,0.2899,FWD,Spurs,25,0.035
Romero,5.1,5,1,0,1,21,4.2,4.118,DEF,Spurs,450,0.035
P.M.Sarr,4.9,2,0,0,0,5,1.0,1.02,MID,Spurs,187,0.035
Scarlett,4.5,0,0,0,0,0,0.0,0.0,FWD,Spurs,0,0.035
Solomon,5.4,0,0,0,0,0,0.0,0.0,MID,Spurs,0,0.035
Son,10.0,5,2,2,4,33,6.6,3.3,MID,Spurs,450,0.035
Spence,4.4,0,0,0,0,2,1.0,0.4545,DEF,Spurs,18,0.035
Udogie,5.0,5,0,0,0,12,2.4,2.4,DEF,Spurs,432,0.035
Van de Ven,4.5,4,0,1,1,13,3.2,2.889,DEF,Spurs,360,0.035
Veliz,5.0,0,0,0,0,0,0.0,0.0,FWD,Spurs,0,0.035
Vicario,5.0,5,0,0,0,14,2.8,2.8,GK,Spurs,450,0.035
Werner,6.2,0,0,0,0,3,1.0,0.4839,MID,Spurs,38,0.035
Whiteman,4.0,0,0,0,0,0,0.0,0.0,GK,Spurs,0,0.035
Lankshear,4.5,0,0,0,0,0,0.0,0.0,FWD,Spurs,0,0.035
Moore,4.5,0,0,0,0,1,1.0,0.2222,MID,Spurs,2,0.035
Odobert,5.4,2,0,0,0,6,2.0,1.111,MID,Spurs,160,0.035
Wan-Bissaka,4.5,3,0,0,0,5,1.2,1.111,DEF,West Ham,298,-0.228
Álvarez,5.0,3,0,0,0,4,1.0,0.8,MID,West Ham,222,-0.228
Antonio,5.4,4,0,0,0,7,1.4,1.296,FWD,West Ham,284,-0.228
Areola,4.5,5,0,0,0,12,2.4,2.667,GK,West Ham,405,-0.228
Bowen,7.5,5,1,2,3,22,4.4,2.933,MID,West Ham,427,-0.228
Coufal,4.5,2,0,0,0,9,2.2,2.0,DEF,West Ham,198,-0.228
Cresswell,4.0,0,0,0,0,2,1.0,0.5,DEF,West Ham,18,-0.228
Earthy,4.5,0,0,0,0,0,0.0,0.0,MID,West Ham,0,-0.228
Emerson,4.4,5,0,0,0,9,1.8,2.045,DEF,West Ham,376,-0.228
Fabianski,4.0,0,0,0,0,1,1.0,0.25,GK,West Ham,45,-0.228
Foderingham,4.4,0,0,0,0,0,0.0,0.0,GK,West Ham,0,-0.228
Ings,5.0,0,1,0,1,9,4.5,1.8,FWD,West Ham,13,-0.228
Kilman,4.5,5,0,1,1,15,3.0,3.333,DEF,West Ham,450,-0.228
Kudus,6.3,5,0,0,0,11,2.2,1.746,MID,West Ham,447,-0.228
L.Guilherme,4.8,0,0,0,0,0,0.0,0.0,MID,West Ham,0,-0.228
L.Paquetá,6.0,4,1,0,1,14,2.8,2.333,MID,West Ham,369,-0.228
Mavropanos,4.5,5,0,0,0,13,2.6,2.889,DEF,West Ham,450,-0.228
N.Aguerd,4.4,0,0,0,0,0,0.0,0.0,DEF,West Ham,0,-0.228
Souček,5.0,3,1,1,2,15,3.0,3.0,MID,West Ham,277,-0.228
Zouma,4.4,0,0,0,0,0,0.0,0.0,DEF,West Ham,0,-0.228
Irving,4.9,0,0,0,0,1,1.0,0.2041,MID,West Ham,18,-0.228
Summerville,5.8,1,0,0,0,4,1.0,0.6897,MID,West Ham,119,-0.228
G.Rodríguez,5.0,5,0,0,0,8,1.6,1.6,MID,West Ham,370,-0.228
Füllkrug,6.7,0,0,0,0,3,1.0,0.4478,FWD,West Ham,63,-0.228
Todibo,4.4,0,0,0,0,2,1.0,0.4545,DEF,West Ham,7,-0.228
Casey,4.0,0,0,0,0,0,0.0,0.0,DEF,West Ham,0,-0.228
C.Soler,5.0,0,0,0,0,0,0.0,0.0,MID,West Ham,56,-0.228
Johnstone,4.4,3,0,0,0,6,2.0,1.364,GK,Wolves,270,-0.412
Aït-Nouri,4.4,5,0,1,1,4,0.8,0.9091,DEF,Wolves,384,-0.412
B.Traore,4.9,0,0,0,0,0,0.0,0.0,MID,Wolves,0,-0.412
Bellegarde,5.0,5,1,0,1,15,3.0,3.0,MID,Wolves,337,-0.412
Bentley,4.0,0,0,0,0,0,0.0,0.0,GK,Wolves,0,-0.412
Chiquinho,4.5,0,0,0,0,1,1.0,0.2222,MID,Wolves,6,-0.412
Chirewa,4.5,0,0,0,0,0,0.0,0.0,MID,Wolves,0,-0.412
Chiwome,4.5,0,0,0,0,0,0.0,0.0,FWD,Wolves,0,-0.412
Cundle,4.5,0,0,0,0,0,0.0,0.0,MID,Wolves,0,-0.412
Cunha,6.5,4,2,0,2,19,3.8,2.923,FWD,Wolves,370,-0.412
Dawson,4.5,3,0,0,0,6,1.2,1.333,DEF,Wolves,299,-0.412
Doherty,4.4,2,0,0,0,2,0.5,0.4545,DEF,Wolves,208,-0.412
Doyle,4.9,0,0,0,0,4,1.0,0.8163,MID,Wolves,52,-0.412
Fábio Silva,5.0,0,0,0,0,0,0.0,0.0,FWD,Wolves,0,-0.412
Fraser,4.5,0,0,0,0,0,0.0,0.0,FWD,Wolves,0,-0.412
Gonzalez,4.5,0,0,0,0,0,0.0,0.0,MID,Wolves,0,-0.412
